adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,13672,tt1130988,fr,JCVD,"Between his tax problems and his legal battle with his wife for the custody of his daughter, these are hard times for the action movie star who finds that even Steven Seagal has pinched a role from him! Jean-Claude Van Damme returns to the country of his birth to seek the peace and tranquility he can no longer enjoy in the United States.",6.670933,/lRceSjPJb2nlMQ8Frwj1ra0T6BA.jpg,"[{'name': 'Gaumont', 'id': 9}, {'name': 'Samsa Film', 'id': 790}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Radio Télévision Belge Francophone (RTBF)', 'id': 7466}, {'name': 'Artémis Productions', 'id': 11773}, {'name': 'Bankable', 'id': 11774}, {'name': 'La Sofica Cofinova 4', 'id': 11775}, {'name': 'Film Fund Luxembourg', 'id': 11776}, {'name': 'Cofinova 4', 'id': 11777}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}]",04-06-08,276891,96,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,The Biggest Fight of His Life!,JCVD,FALSE,6.6,155
FALSE,,2000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",,13723,tt0926110,en,Missionary Man,A mysterious stranger rolls into town on a unique motorcycle. All he carries is the bible and a desire for justice. Past vengeance collides as Ryder rights an injustice from his past and liberates the small town from a malicious oppressor.,1.367062,/mCyCLP1R691rXqzYz6LAeS1f8n6.jpg,"[{'name': 'Andrew Stevens Entertainment', 'id': 2100}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'Black Chrome Productions', 'id': 11128}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",29-11-07,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Missionary Man,FALSE,5.5,11
FALSE,"{'id': 260586, 'name': 'Le Cœur des Hommes', 'poster_path': '/1VCxR0XUU4mhKUxLWzTaYxPMDR4.jpg', 'backdrop_path': '/fNWH0gUaSKQ4ONsFfZTArR14KXc.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,13734,tt0887887,fr,Le cœur des hommes 2,"Alex, Antoine, Jeff and Manu. Four friends, four years later. Their relationships, friendship, shared secrets, feelings of guilt and their desire to change and improve.",1.440118,/7sHc4MsgZBqbov5wLU9Oo7lZldo.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",24-10-07,0,111,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Frenchmen 2,FALSE,6.1,24
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,13742,tt0450843,fr,Sheitan,A group of young people leaves a disco and bumps into a shepherd who is ready to spend his night worshipping Satan.,3.620977,/hjURWTA7IEJmmXMa7aAMVyxfay3.jpg,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'Wild Bunch', 'id': 856}, {'name': 'La Chauve Souris', 'id': 2360}, {'name': 'Canal+', 'id': 5358}, {'name': 'CinéCinéma', 'id': 6301}, {'name': 'Région Ile-de-France', 'id': 11246}, {'name': '120 Films', 'id': 19233}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",01-02-06,0,94,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Satan,FALSE,5.9,83
FALSE,,8000000,"[{'id': 18, 'name': 'Drama'}]",http://www.akeelahandthebee.com/splash.html,13751,tt0437800,en,Akeelah and the Bee,"Eleven year-old Akeelah Anderson's life is not easy: her father is dead, her mom ignores her, her brother runs with the local gangbangers. She's smart, but her environment threatens to strangle her aspirations. Responding to a threat by her school's principal, Akeelah participates in a spelling bee to avoid detention for her many absences. Much to her surprise and embarrassment, she wins. Her principal asks her to seek coaching from an English professor named Dr. Larabee for the more prestigious regional bee. As the possibility of making it all the way to the Scripps National Spelling Bee looms, Akeelah could provide her community with someone to rally around and be proud of -- but only if she can overcome her insecurities and her distracting home life. She also must get past Dr. Larabee's demons, and a field of more experienced and privileged fellow spellers.",5.052049,/buV764knMBJxJeqDVHoqt3rrbSE.jpg,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': '2929 Productions', 'id': 846}, {'name': 'Out of the Blue... Entertainment', 'id': 879}, {'name': 'Starbucks Entertainment', 'id': 1708}, {'name': 'Cinema Gypsy Productions', 'id': 5227}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",28-04-06,18948425,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Changing the world... one word at a time.,Akeelah and the Bee,FALSE,6.7,85
FALSE,,50000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",,13764,tt0089961,en,Santa Claus: The Movie,"The first half of this film, set hundreds of years ago, shows how the old man who eventually became Santa Claus was given immortality and chosen to deliver toys to all the children of the world. The second half moves into the modern era, in which Patch, the head elf, strikes out on his own and falls in with an evil toy manufacturer who wants to corner the market and eliminate Santa Claus.",11.690532,/eYQ4c6NhU59YGRsH6kp1oKZHhNt.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Calash Corporation', 'id': 12958}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",29-10-85,23717291,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Guess Who's Coming To Town!,Santa Claus: The Movie,FALSE,6.1,58
FALSE,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,13765,tt0066344,en,Scrooge,The classic Charles Dickens' Christmas ghost tale told in musical form.,10.012358,/6RsNSLP2IwGtk9u8CSt0sj5TCO0.jpg,"[{'name': 'Cinema Center Films', 'id': 3070}, {'name': 'Waterbury Films', 'id': 18817}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",05-11-70,0,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What the DICKENS have they done to Scrooge?,Scrooge,FALSE,6.5,38
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,13791,tt0207524,en,How to Kill Your Neighbor's Dog,"The story of Peter McGowan, a chain-smoking, impotent, insomniac playwright who lives in Los Angeles. Once very successful, he is now in the tenth year of a decade-long string of production failures. He finds himself bonding with a new neighbor's lonely young daughter who has mild cerebral palsy; and during one of his middle-of-the-night strolls, he encounters his oddball doppelgänger.",6.38471,/z8dNyrcYp53N85loCBYIR5JaYab.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",22-02-02,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,How to Kill Your Neighbor's Dog,FALSE,6.5,22
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,13793,tt1037218,en,Flashbacks of a Fool,"An aging Hollywood star, Joe Scott, lives a life of narcissistic hedonism, observed by his laconic personal assistant, Ophelia. The death of his childhood best friend, Boots, takes our protagonist, and the movie, into an extended flashback to a sea-side town in 1970's Britain.",3.936673,/s5SdlkwOH1JK54LCstYNd4Pprgq.jpg,"[{'name': 'Left Turn Films', 'id': 1435}, {'name': 'Ugly Duckling Films', 'id': 1436}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",17-10-08,1107542,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Flashbacks of a Fool,FALSE,7.1,43
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,13834,tt0384699,en,Missing in America,"A haunted Vietnam veteran, living in exile in the forests of the Pacific Northwest, is faced with a life-changing decision after he is visited by a former platoon member and his young Amerasian daughter.",1.337769,/t6pcbdcVe0avoUvng8r14IPiVA2.jpg,"[{'name': 'Angel Devil Productions', 'id': 2829}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",01-01-05,0,102,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,,Missing in America,FALSE,6.1,10
FALSE,,5000000,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,13848,tt0758786,en,Stuck,"A young woman commits a hit-and-run, then finds her fate tied to her victim.",4.964839,/4mDQXHEIry4sy0p0UWwbkCk5xzR.jpg,"[{'name': 'Prodigy Pictures', 'id': 3571}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",21-05-07,0,85,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Two Destinies Are About To Collide.,Stuck,FALSE,6.1,53
FALSE,,3500000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",http://www.warnervideo.com/batmangothamknight/,13851,tt1117563,en,Batman: Gotham Knight,Explore Bruce Wayne's transition from his beginning as a tormented vigilantee to The Dark Knight of a crumbling metropolis with six distinct chapters but intended to be viewed as a whole.,10.178874,/eIAhXROHG8t3QQ7qU0HfZgL5XFf.jpg,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'Madhouse', 'id': 4288}, {'name': 'Bee Train', 'id': 4289}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",03-07-08,0,75,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,Get Ready... to Rage Against Evil.,Batman: Gotham Knight,FALSE,6.7,171
FALSE,"{'id': 135441, 'name': 'Road to Collection', 'poster_path': '/t293kNZnkaeqnYCHPsDXh8ZLBeQ.jpg', 'backdrop_path': '/mtC7UKAlECH3NlABg8mzmDqZi0F.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",,13861,tt0032993,en,Road to Singapore,Bing Crosby an Bob Hope star in the first of the 'Road to' movies as two playboys trying to forget previous romances in Singapore - until they meet Dorothy Lamour...,1.226779,/vCIxo9CDTnrNfYOtWDURGmPPFGZ.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",22-03-40,0,85,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'eo', 'name': 'Esperanto'}]",Released,Ready For Fun . . Fight . . or a South Seas Romance . . . ! They find them all on the . . .,Road to Singapore,FALSE,6.7,12
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,13889,tt0107474,ja,まあだだよ,"This film tells the story of professor Uehida Hyakken-sama (1889-1971), in Gotemba, around the forties. He was a university professor until an air raid, when he left to become a writer and has to live in a hut. His mood has hardly changed, not by the change nor by time.",2.012228,/ny10xbrU8liWX9o1POn2klUSHXp.jpg,"[{'name': 'Tokuma Shoten', 'id': 1779}, {'name': 'Kurosawa Production Co.', 'id': 2680}, {'name': 'DENTSU Music And Entertainment', 'id': 2752}, {'name': 'Daiei Motion Picture Company', 'id': 3214}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",17-04-93,0,134,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Madadayo,FALSE,7.4,21
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,13913,tt0020640,en,Animal Crackers,The famous Captain Spaulding returns from Africa and attends a gala party where a valuable painting is stolen.,4.750686,/ijVMX1CvegukEIJxv0UxoOzhrG.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",28-08-30,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The maddest comics of them all!,Animal Crackers,FALSE,7.2,45
FALSE,,32000000,"[{'id': 18, 'name': 'Drama'}]",,13920,tt0316465,en,Radio,"High school football coach, Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community.",5.81647,/t4b6Ff8N0cvMBeYFtDNDm6xvyC9.jpg,"[{'name': 'Revolution Studios', 'id': 497}, {'name': 'Tollin/Robbins Productions', 'id': 2184}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",24-10-03,52277485,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,His courage made them champions.,Radio,FALSE,6.8,146
FALSE,,0,"[{'id': 16, 'name': 'Animation'}]",,13924,tt0086855,xx,The Adventures of André and Wally B.,"There's nothing like a restful nap in a pleasant wooded valley. But when André awakens and is greeted by a pesky yellow-and-black striped insect with a nasty stinger, he ends up taking a quick (and painful) hike.",3.466912,/fJyrCqZRzL4HN1FJ46OGITV4Yda.jpg,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",17-12-84,0,2,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Adventures of André and Wally B.,FALSE,5.4,60
FALSE,,0,"[{'id': 16, 'name': 'Animation'}]",,13928,tt0097674,en,Knick Knack,"Life on a shelf as a snowman trapped in a snow-globe blizzard can become wearing, especially when you're surrounded by knickknacks from sunnier locales. When the jaded snowman finally breaks free of his glass house, his vacation plans are cut short.",5.509405,/6bic6H6Tz6b9l31Zm8Hva6vuQu0.jpg,"[{'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",01-01-89,0,4,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Knick Knack,FALSE,7.1,135
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,13979,tt0499455,en,Day Night Day Night,"A 19 year-old girl prepares to become a suicide bomber in Times Square. She speaks with no accent so it's impossible to pinpoint her ethnicity. And we never learn why she made her decision. We don't know whom she represents, what she believes in--we only know she believes it absolutely.",0.278551,/psIfot9bFtrPrcCVRDhQr7z6pNl.jpg,[],[],25-05-06,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Day Night Day Night,FALSE,6,5
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,13982,tt0118541,en,8 Heads in a Duffel Bag,"Mafia hitman Tommy Spinelli (Joe Pesci) is flying to San Diego with a bag that holds eight severed heads, which he's bringing to his superiors to prove that some troublesome rival mobsters are permanently out of the picture. When his bag gets accidentally switched at the airport, Tommy must track down his duffel bag and the 8 heads it contains.",5.666701,/t9ZzvSgXpbhp6RxpT5nFXwuAwj5.jpg,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Brad Krevoy & Steve Stabler production', 'id': 3581}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",18-04-97,0,95,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,A mindless comedy.,8 Heads in a Duffel Bag,FALSE,5.4,39
FALSE,"{'id': 386495, 'name': 'Fubar Collection', 'poster_path': None, 'backdrop_path': None}",350000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",,13984,tt0302585,en,Fubar,"Terry and Dean are lifelong friends who have grown-up together: shotgunning their first beers, forming their first garage band, and growing the great Canadian mullet known as ""hockey hair"". Now the lives of these Alberta everymen are brought to the big screen by documentarian Ferral Mitchener in an exploration of the depths of friendship, the fragility of life, growing up gracefully and the art and science of drinking beer like a man",1.308643,/uBg8BcUQ2vEpzYyLbn6EwgwlHq8.jpg,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Canadian Film or Video Production Tax Credit (CPTC)', 'id': 8582}, {'name': 'Busted Tranny', 'id': 38015}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",24-05-02,0,76,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Just Give'r,Fubar,FALSE,5.9,16
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,14008,tt0294425,en,Cadet Kelly,Hyperactive teenager Kelly is enrolled into a military school when her new stepfather becomes the Commandant. At first she has problems fitting in and taking orders until she tries out for the drill team.,4.392389,/9sQVYo7B9cSexWXoQVzFFijCbD2.jpg,"[{'name': 'Walt Disney Television', 'id': 670}, {'name': 'Disney Channel', 'id': 3213}, {'name': 'Leider/Shapiro Productions', 'id': 87552}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",07-03-02,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Too Cool For The Rules!,Cadet Kelly,FALSE,5.2,145
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}]",,14014,tt0814130,en,The Hammer,"Approaching forty, Ferro is unsatisfied with his life as a construction worker and part-time boxing instructor in Los Angeles, CA. After a successful bout with a young pro boxer, Ferro decides to don the gloves one last time. The movie recounts his unlikely quest for Olympic gold.",1.46346,/sNoV54FINT4dyZ0Imja6BludefP.jpg,"[{'name': 'Bentley Filmgroup', 'id': 2958}, {'name': 'Eden Wurmfeld Films', 'id': 4143}, {'name': 'Hammer The Movie', 'id': 4144}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",01-04-07,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some Guys Don't Know Their Destiny Till It Hits Them In The Face.,The Hammer,FALSE,6.5,15
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,14016,tt0969269,zh,神探,A rookie cop teams up with a former detective with a supernatural gift to hunt down a serial killer.,2.061375,/nJSc6rVPmi5obS0EFGb0idOJ8nS.jpg,"[{'name': 'Milky Way Image Company', 'id': 5632}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",29-11-07,0,91,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,I can see a person's inner personality.,Mad Detective,FALSE,7,45
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,14050,tt1000771,en,Recount,A chronicle of the weeks after the 2000 U.S. presidential election and the subsequent recounts in Florida.,3.402014,/7qTLgpaMlaxsZlJpDWFQrJ2u3Iy.jpg,"[{'name': 'Baltimore Spring Creek Productions', 'id': 16061}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",28-05-08,0,116,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Recount,FALSE,6.6,43
FALSE,,9000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,14057,tt0427968,en,Trust the Man,"Overachieving actress, Rebecca (Moore), must come to grips with her failing marriage to stay-at-home dad, Tom (Duchovny). While Rebecca's slacker brother, Tobey (Billy Crudup), can't seem to commit to his aspiring-novelist girlfriend, Elaine (Maggie Gyllenhaal). As both relationships spin out of control, the two couples embark on a quest to rediscover the magic and romance of falling in love in New York.",10.184628,/d3R2DIreol9RpY6cljw2b1MMJUK.jpg,"[{'name': 'Trust the Man LLC', 'id': 3935}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",01-09-05,0,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Men play the game. Women know the score.,Trust the Man,FALSE,5.5,29
FALSE,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,14086,tt0402755,it,Agata e la tempesta,"The story of a middle-aged bookshop owner, who becomes embroiled in a surreal swirl of romance and family secrets of infidelity, her energy levels registering in bursts of electrical interference - causing lightbulbs, traffic lights, toasters and computers to spontaneously spark and malfunction.",1.159325,/ivpRpHou6gpqFsSmlxZIThYaW0f.jpg,[],"[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",27-04-04,0,125,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Agatha and the Storm,FALSE,6.3,9
FALSE,"{'id': 14095, 'name': 'Barefoot Gen Collection', 'poster_path': '/8eIBBU84oIlAiONAx16iGW0RHe4.jpg', 'backdrop_path': None}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,14087,tt0085218,ja,Hadashi no Gen,"A powerful statement against war, Barefoot Gen is a story about the effect of the atomic bomb on a boy's life and the lives of the Japanese people.",2.28696,/77x1vFmHMTueVox83wdsXL7F2B5.jpg,"[{'name': 'Gen Productions', 'id': 2863}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",21-07-83,0,83,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Barefoot Gen,FALSE,7.6,29
FALSE,,0,"[{'id': 99, 'name': 'Documentary'}]",,14091,tt0499004,en,Code Rush,"Life on the edge in Silicon Valley - home of high tech, high anxiety, and high stakes. Take a revealing look at Netscape Communications engineers as they set out boldly and brazenly to save their company. A virtual panorama of human drama and techno-thrills, Code Rush puts you at the center of the high-intensity clash of science, engineering, and commerce.",0.108611,/5VjCYhcw3rkrbLUmfqmoBiUoXaO.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",25-04-00,0,56,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Year in the Life of Silicon Valley Supernova: Netscape,Code Rush,FALSE,5.8,2
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,14105,tt0937347,en,Already Dead,When Thomas Archer's happy &amp; successful life is all but ruined following a horrific attack he is presented with a perfect opportunity to exact physical revenge upon the man who caused all his grief. However the immediate consequences of his actions and inactions are much more complicated than he imagined.,0.883553,/24eAFwoVFakGmtM8UeH6SVjzpTd.jpg,"[{'name': 'Havenwood Media', 'id': 3020}, {'name': 'Turkey Ranch Productions', 'id': 3021}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11-12-07,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Already Dead,FALSE,4.4,6
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 10402, 'name': 'Music'}]",,14117,tt0045591,en,Calamity Jane,"Doris Day and Howard Keel fuss, feud and fall in love as Calamity Jane and Wild Bill Hickok. At first curvaceous Calamity is too durned busy fighting Indians and cracking a bullwhip to pay mind to such girlie what-alls as dresses and perfume. She soon changes her mind when Katie Brown arrives in town.",5.587033,/21c7QTqetZ7Z4BZYPw0CgNnPHC4.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",04-11-53,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Warner Bros. sky highest, smile widest, wild and woolliest Western of 'em all!",Calamity Jane,FALSE,6.8,49
FALSE,"{'id': 12087, 'name': 'Herbie Collection', 'poster_path': '/uFvt8t7HlB6BzjiJDU6ea1eI28L.jpg', 'backdrop_path': '/hgi9EeU50KFhv9pCDmJyx4VLp5G.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,14136,tt0064603,en,The Love Bug,"Herbie is a car - but no ordinary car. The story follows the Volkswagen Beetle with a mind of its own from the showroom to the race track, with various close escapes in between. Three further Herbie movies were to follow.",10.091707,/nZ1ZGuFP0okrwuGhvl7A2q3YSul.jpg,"[{'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",22-12-68,0,107,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,Herbie will honk his way into your heart.,The Love Bug,FALSE,6,126
FALSE,"{'id': 228887, 'name': 'Daddy Day Camp Collection', 'poster_path': '/x6sXJspIoqj3CWqSfv8IYxukKP9.jpg', 'backdrop_path': '/hQXX7E22e1xJVudoNgZJn95BIAl.jpg'}",6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://www.sonypictures.com/movies/daddydaycamp/site/,14144,tt0462244,en,Daddy Day Camp,"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",5.414213,/2Gpnh4SFMZNqhrMev24tzUpm4qH.jpg,"[{'name': 'Revolution Studios', 'id': 497}, {'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",08-08-07,18197398,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The summer is going to be in tents.,Daddy Day Camp,FALSE,4.4,94
FALSE,,0,"[{'id': 27, 'name': 'Horror'}]",,14147,tt0406706,en,DeVour,Friends become increasingly addicted to a video game that has an evil agenda.,2.475365,/giVgItXJXQTmHAEV9KmVH4QapM.jpg,"[{'name': 'Sony Pictures Home Entertainment', 'id': 5388}, {'name': 'Bigel Entertainment', 'id': 40401}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",31-05-05,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Don't Get Mad. Get Evil.,DeVour,FALSE,4.9,23
FALSE,,12000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",http://www.aquamarinemovie.com/,14191,tt0429591,en,Aquamarine,"Two teenage girls discover that mermaids really do exist after a violent storm washes one ashore. The mermaid, a sassy creature named Aquamarine, is determined to prove to her father that real love exists, and enlists the girls' help in winning the heart of a handsome lifeguard.",11.29062,/6diHusTm8eQJnfoI7MyCSDgaBRp.jpg,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Storefront Pictures', 'id': 7747}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",03-03-06,23006849,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Fish-Out-Of-Water Comedy.,Aquamarine,FALSE,5.8,372
