RefID,OrderID,OrderDate,CompanyName,ContactName,City,Country,ProductName,CategoryName,QuantityPerUnit,SalePrice,Quantity,SaleDiscount,CostPrice
100606,10475,14-Dec-2013,Suprêmes délices,Pascale Cartrain,Charleroi,Belgium,Louisiana Hot Spiced Okra,Condiments,24 - 8 oz jars,13.60,60,0.15, 17.00 
100607,10475,14-Dec-2013,Suprêmes délices,Pascale Cartrain,Charleroi,Belgium,Lakkalikööri,Beverages,500 ml,14.40,42,0.15, 18.00 
100608,10476,17-Dec-2013,HILARIÓN-Abastos,Carlos Hernández,San Cristóbal,Venezuela,Pâté chinois,Meat/Poultry,24 boxes x 2 pies,19.20,2,0.05, 24.00 
100609,10476,17-Dec-2013,HILARIÓN-Abastos,Carlos Hernández,San Cristóbal,Venezuela,Outback Lager,Beverages,24 - 355 ml bottles,12.00,12,0.00, 15.00 
100610,10477,17-Dec-2013,Princesa Isabel Vinhos,Isabel de Castro,Lisboa,Portugal,Chai,Beverages,10 boxes x 20 bags,14.40,15,0.00, 18.00 
100611,10477,17-Dec-2013,Princesa Isabel Vinhos,Isabel de Castro,Lisboa,Portugal,Sir Rodney's Scones,Confections,24 pkgs. x 4 pieces,8.00,21,0.25, 10.00 
100612,10477,17-Dec-2013,Princesa Isabel Vinhos,Isabel de Castro,Lisboa,Portugal,Chartreuse verte,Beverages,750 cc per bottle,14.40,20,0.25, 18.00 
100613,10478,18-Dec-2013,Victuailles en stock,Mary Saveley,Lyon,France,Ikura,Seafood,12 - 200 ml jars,24.80,20,0.05, 31.00 
100614,10479,19-Dec-2013,Rattlesnake Canyon Grocery,Paula Wilson,Albuquerque,USA,Côte de Blaye,Beverages,12 - 75 cl bottles,210.80,30,0.00, 263.50 
100615,10479,19-Dec-2013,Rattlesnake Canyon Grocery,Paula Wilson,Albuquerque,USA,Perth Pasties,Meat/Poultry,48 pieces,26.20,28,0.00, 32.80 
100616,10479,19-Dec-2013,Rattlesnake Canyon Grocery,Paula Wilson,Albuquerque,USA,Raclette Courdavault,Dairy Products,5 kg pkg.,44.00,60,0.00, 55.00 
100617,10479,19-Dec-2013,Rattlesnake Canyon Grocery,Paula Wilson,Albuquerque,USA,Wimmers gute Semmelknödel,Grains/Cereals,20 bags x 4 pieces,26.60,30,0.00, 33.25 
100618,10480,20-Dec-2013,Folies gourmandes,Martine Rancé,Lille,France,Zaanse koeken,Confections,10 - 4 oz boxes,7.60,30,0.00, 9.50 
100619,10480,20-Dec-2013,Folies gourmandes,Martine Rancé,Lille,France,Raclette Courdavault,Dairy Products,5 kg pkg.,44.00,12,0.00, 55.00 
100620,10481,20-Dec-2013,Ricardo Adocicados,Janete Limeira,Rio de Janeiro,Brazil,Maxilaku,Confections,24 - 50 g pkgs.,16.00,24,0.00, 20.00 
100621,10481,20-Dec-2013,Ricardo Adocicados,Janete Limeira,Rio de Janeiro,Brazil,Camembert Pierrot,Dairy Products,15 - 300 g rounds,27.20,40,0.00, 34.00 
100622,10482,21-Dec-2013,Lazy K Kountry Store,John Steel,Walla Walla,USA,Boston Crab Meat,Seafood,24 - 4 oz tins,14.70,10,0.00, 18.40 
100623,10483,24-Dec-2013,White Clover Markets,Karl Jablonski,Seattle,USA,Sasquatch Ale,Beverages,24 - 12 oz bottles,11.20,35,0.05, 14.00 
100624,10483,24-Dec-2013,White Clover Markets,Karl Jablonski,Seattle,USA,Original Frankfurter grüne Soße,Condiments,12 boxes,10.40,30,0.05, 13.00 
100625,10484,24-Dec-2013,B's Beverages,Victoria Ashworth,London,UK,Sir Rodney's Scones,Confections,24 pkgs. x 4 pieces,8.00,14,0.00, 10.00 
100626,10484,24-Dec-2013,B's Beverages,Victoria Ashworth,London,UK,Boston Crab Meat,Seafood,24 - 4 oz tins,14.70,10,0.00, 18.40 
100627,10484,24-Dec-2013,B's Beverages,Victoria Ashworth,London,UK,Manjimup Dried Apples,Produce,50 - 300 g pkgs.,42.40,3,0.00, 53.00 
100628,10485,25-Dec-2013,LINO-Delicateses,Felipe Izquierdo,I. de Margarita,Venezuela,Chang,Beverages,24 - 12 oz bottles,15.20,20,0.10, 19.00 
100629,10485,25-Dec-2013,LINO-Delicateses,Felipe Izquierdo,I. de Margarita,Venezuela,Aniseed Syrup,Condiments,12 - 550 ml bottles,8.00,20,0.10, 10.00 
100630,10485,25-Dec-2013,LINO-Delicateses,Felipe Izquierdo,I. de Margarita,Venezuela,Pâté chinois,Meat/Poultry,24 boxes x 2 pies,19.20,30,0.10, 24.00 
100631,10485,25-Dec-2013,LINO-Delicateses,Felipe Izquierdo,I. de Margarita,Venezuela,Outback Lager,Beverages,24 - 355 ml bottles,12.00,60,0.10, 15.00 
100632,10486,26-Dec-2013,HILARIÓN-Abastos,Carlos Hernández,San Cristóbal,Venezuela,Queso Cabrales,Dairy Products,1 kg pkg.,16.80,5,0.00, 21.00 
100633,10486,26-Dec-2013,HILARIÓN-Abastos,Carlos Hernández,San Cristóbal,Venezuela,Manjimup Dried Apples,Produce,50 - 300 g pkgs.,42.40,25,0.00, 53.00 
100634,10486,26-Dec-2013,HILARIÓN-Abastos,Carlos Hernández,San Cristóbal,Venezuela,Longlife Tofu,Produce,5 kg pkg.,8.00,16,0.00, 10.00 
100635,10487,26-Dec-2013,Queen Cozinha,Lúcia Carvalho,São Paulo,Brazil,Teatime Chocolate Biscuits,Confections,10 boxes x 12 pieces,7.30,5,0.00, 9.20 
100636,10487,26-Dec-2013,Queen Cozinha,Lúcia Carvalho,São Paulo,Brazil,Gumbär Gummibärchen,Confections,100 - 250 g bags,24.90,30,0.00, 31.23 
100637,10487,26-Dec-2013,Queen Cozinha,Lúcia Carvalho,São Paulo,Brazil,Tourtière,Meat/Poultry,16 pies,5.90,24,0.25, 7.45 
100638,10488,27-Dec-2013,Frankenversand,Peter Franken,München,Germany,Raclette Courdavault,Dairy Products,5 kg pkg.,44.00,30,0.00, 55.00 
100639,10488,27-Dec-2013,Frankenversand,Peter Franken,München,Germany,Röd Kaviar,Seafood,24 - 150 g jars,12.00,20,0.20, 15.00 
100640,10489,28-Dec-2013,Piccolo und mehr,Georg Pipps,Salzburg,Austria,Queso Cabrales,Dairy Products,1 kg pkg.,16.80,15,0.25, 21.00 
100641,10489,28-Dec-2013,Piccolo und mehr,Georg Pipps,Salzburg,Austria,Pavlova,Confections,32 - 500 g boxes,13.90,18,0.00, 17.45 
100642,10490,31-Dec-2013,HILARIÓN-Abastos,Carlos Hernández,San Cristóbal,Venezuela,Raclette Courdavault,Dairy Products,5 kg pkg.,44.00,60,0.00, 55.00 
100643,10490,31-Dec-2013,HILARIÓN-Abastos,Carlos Hernández,San Cristóbal,Venezuela,Scottish Longbreads,Confections,10 boxes x 8 pieces,10.00,30,0.00, 12.50 
100644,10490,31-Dec-2013,HILARIÓN-Abastos,Carlos Hernández,San Cristóbal,Venezuela,Rhönbräu Klosterbier,Beverages,24 - 0.5 l bottles,6.20,36,0.00, 7.75 
100645,10491,31-Dec-2013,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Lisboa,Portugal,Gula Malacca,Condiments,20 - 2 kg bags,15.50,15,0.15, 19.45 
100646,10491,31-Dec-2013,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Lisboa,Portugal,Original Frankfurter grüne Soße,Condiments,12 boxes,10.40,7,0.15, 13.00 
100647,10492,01-Jan-2014,Bottom-Dollar Markets,Elizabeth Lincoln,Tsawassen,Canada,NuNuCa Nuß-Nougat-Creme,Confections,20 - 450 g glasses,11.20,60,0.05, 14.00 
100648,10492,01-Jan-2014,Bottom-Dollar Markets,Elizabeth Lincoln,Tsawassen,Canada,Singaporean Hokkien Fried Mee,Grains/Cereals,32 - 1 kg pkgs.,11.20,20,0.05, 14.00 
100649,10493,02-Jan-2014,La maison d'Asie,Annette Roulet,Toulouse,France,Louisiana Fiery Hot Pepper Sauce,Condiments,32 - 8 oz bottles,16.80,15,0.10, 21.05 
100650,10493,02-Jan-2014,La maison d'Asie,Annette Roulet,Toulouse,France,Louisiana Hot Spiced Okra,Condiments,24 - 8 oz jars,13.60,10,0.10, 17.00 
100651,10493,02-Jan-2014,La maison d'Asie,Annette Roulet,Toulouse,France,Gudbrandsdalsost,Dairy Products,10 kg pkg.,28.80,10,0.10, 36.00 
100652,10494,02-Jan-2014,Comércio Mineiro,Pedro Afonso,São Paulo,Brazil,Gnocchi di nonna Alice,Grains/Cereals,24 - 250 g pkgs.,30.40,30,0.00, 38.00 
100653,10495,03-Jan-2014,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Vancouver,Canada,Tunnbröd,Grains/Cereals,12 - 250 g pkgs.,7.20,10,0.00, 9.00 
100654,10495,03-Jan-2014,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Vancouver,Canada,Jack's New England Clam Chowder,Seafood,12 - 12 oz cans,7.70,20,0.00, 9.65 
100655,10495,03-Jan-2014,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Vancouver,Canada,Original Frankfurter grüne Soße,Condiments,12 boxes,10.40,5,0.00, 13.00 
100656,10496,04-Jan-2014,Tradição Hipermercados,Anabela Domingues,São Paulo,Brazil,Gorgonzola Telino,Dairy Products,12 - 100 g pkgs,10.00,20,0.05, 12.50 
100657,10497,04-Jan-2014,Lehmanns Marktstand,Renate Messner,Frankfurt a.M.,Germany,Gnocchi di nonna Alice,Grains/Cereals,24 - 250 g pkgs.,30.40,14,0.00, 38.00 
100658,10497,04-Jan-2014,Lehmanns Marktstand,Renate Messner,Frankfurt a.M.,Germany,Mozzarella di Giovanni,Dairy Products,24 - 200 g pkgs.,27.80,25,0.00, 34.80 
100659,10497,04-Jan-2014,Lehmanns Marktstand,Renate Messner,Frankfurt a.M.,Germany,Original Frankfurter grüne Soße,Condiments,12 boxes,10.40,25,0.00, 13.00 
100660,10498,07-Jan-2014,HILARIÓN-Abastos,Carlos Hernández,San Cristóbal,Venezuela,Guaraná Fantástica,Beverages,12 - 355 ml cans,4.50,14,0.00, 4.50 
100661,10498,07-Jan-2014,HILARIÓN-Abastos,Carlos Hernández,San Cristóbal,Venezuela,Boston Crab Meat,Seafood,24 - 4 oz tins,18.40,5,0.00, 18.40 
100662,10498,07-Jan-2014,HILARIÓN-Abastos,Carlos Hernández,San Cristóbal,Venezuela,Singaporean Hokkien Fried Mee,Grains/Cereals,32 - 1 kg pkgs.,14.00,30,0.00, 14.00 
100663,10499,08-Jan-2014,LILA-Supermercado,Carlos González,Barquisimeto,Venezuela,Rössle Sauerkraut,Produce,25 - 825 g cans,45.60,20,0.00, 45.60 
100664,10499,08-Jan-2014,LILA-Supermercado,Carlos González,Barquisimeto,Venezuela,Maxilaku,Confections,24 - 50 g pkgs.,20.00,25,0.00, 20.00 
100665,10500,09-Jan-2014,La maison d'Asie,Annette Roulet,Toulouse,France,Genen Shouyu,Condiments,24 - 250 ml bottles,15.50,12,0.05, 15.50 
100666,10500,09-Jan-2014,La maison d'Asie,Annette Roulet,Toulouse,France,Rössle Sauerkraut,Produce,25 - 825 g cans,45.60,8,0.05, 45.60 
100667,10501,09-Jan-2014,Blauer See Delikatessen,Hanna Moos,Mannheim,Germany,Tourtière,Meat/Poultry,16 pies,7.45,20,0.00, 7.45 
100668,10502,10-Jan-2014,Pericles Comidas clásicas,Guillermo Fernández,México D.F.,Mexico,Røgede sild,Seafood,1k pkg.,9.50,21,0.00, 9.50 
100669,10502,10-Jan-2014,Pericles Comidas clásicas,Guillermo Fernández,México D.F.,Mexico,Perth Pasties,Meat/Poultry,48 pieces,32.80,6,0.00, 32.80 
100670,10502,10-Jan-2014,Pericles Comidas clásicas,Guillermo Fernández,México D.F.,Mexico,Laughing Lumberjack Lager,Beverages,24 - 12 oz bottles,14.00,30,0.00, 14.00 
100671,10503,11-Jan-2014,Hungry Owl All-Night Grocers,Patricia McKenna,Cork,Ireland,Tofu,Produce,40 - 100 g pkgs.,23.25,70,0.00, 23.25 
100672,10503,11-Jan-2014,Hungry Owl All-Night Grocers,Patricia McKenna,Cork,Ireland,Louisiana Fiery Hot Pepper Sauce,Condiments,32 - 8 oz bottles,21.05,20,0.00, 21.05 
100673,10504,11-Jan-2014,White Clover Markets,Karl Jablonski,Seattle,USA,Chang,Beverages,24 - 12 oz bottles,19.00,12,0.00, 19.00 
100674,10504,11-Jan-2014,White Clover Markets,Karl Jablonski,Seattle,USA,Sir Rodney's Scones,Confections,24 pkgs. x 4 pieces,10.00,12,0.00, 10.00 
100675,10504,11-Jan-2014,White Clover Markets,Karl Jablonski,Seattle,USA,Perth Pasties,Meat/Poultry,48 pieces,32.80,10,0.00, 32.80 
100676,10504,11-Jan-2014,White Clover Markets,Karl Jablonski,Seattle,USA,Sirop d'érable,Condiments,24 - 500 ml bottles,28.50,25,0.00, 28.50 
100677,10505,14-Jan-2014,Mère Paillarde,Jean Fresnière,Montréal,Canada,Tarte au sucre,Confections,48 pies,49.30,3,0.00, 49.30 
100678,10506,15-Jan-2014,Königlich Essen,Philip Cramer,Brandenburg,Germany,NuNuCa Nuß-Nougat-Creme,Confections,20 - 450 g glasses,14.00,18,0.10, 14.00 
100679,10506,15-Jan-2014,Königlich Essen,Philip Cramer,Brandenburg,Germany,Outback Lager,Beverages,24 - 355 ml bottles,15.00,14,0.10, 15.00 
100680,10507,15-Jan-2014,Antonio Moreno Taquería,Antonio Moreno,México D.F.,Mexico,Ipoh Coffee,Beverages,16 - 500 g tins,46.00,15,0.15, 46.00 
100681,10507,15-Jan-2014,Antonio Moreno Taquería,Antonio Moreno,México D.F.,Mexico,Chocolade,Confections,10 pkgs.,12.75,15,0.15, 12.75 
100682,10508,16-Jan-2014,Ottilies Käseladen,Henriette Pfalzheim,Köln,Germany,Konbu,Seafood,2 kg box,6.00,10,0.00, 6.00 
100683,10508,16-Jan-2014,Ottilies Käseladen,Henriette Pfalzheim,Köln,Germany,Chartreuse verte,Beverages,750 cc per bottle,18.00,10,0.00, 18.00 
100684,10509,17-Jan-2014,Blauer See Delikatessen,Hanna Moos,Mannheim,Germany,Rössle Sauerkraut,Produce,25 - 825 g cans,45.60,3,0.00, 45.60 
100685,10510,18-Jan-2014,Save-a-lot Markets,Jose Pavarotti,Boise,USA,Thüringer Rostbratwurst,Meat/Poultry,50 bags x 30 sausgs.,123.79,36,0.00, 123.79 
100686,10510,18-Jan-2014,Save-a-lot Markets,Jose Pavarotti,Boise,USA,Rhönbräu Klosterbier,Beverages,24 - 0.5 l bottles,7.75,36,0.10, 7.75 
100687,10511,18-Jan-2014,Bon app',Laurence Lebihan,Marseille,France,Chef Anton's Cajun Seasoning,Condiments,48 - 6 oz jars,22.00,50,0.15, 22.00 
100688,10511,18-Jan-2014,Bon app',Laurence Lebihan,Marseille,France,Uncle Bob's Organic Dried Pears,Produce,12 - 1 lb pkgs.,30.00,50,0.15, 30.00 
100689,10511,18-Jan-2014,Bon app',Laurence Lebihan,Marseille,France,Northwoods Cranberry Sauce,Condiments,12 - 12 oz jars,40.00,10,0.15, 40.00 
100690,10512,21-Jan-2014,Familia Arquibaldo,Aria Cruz,São Paulo,Brazil,Guaraná Fantástica,Beverages,12 - 355 ml cans,4.50,10,0.15, 4.50 
100691,10512,21-Jan-2014,Familia Arquibaldo,Aria Cruz,São Paulo,Brazil,Spegesild,Seafood,4 - 450 g glasses,12.00,9,0.15, 12.00 
100692,10512,21-Jan-2014,Familia Arquibaldo,Aria Cruz,São Paulo,Brazil,Zaanse koeken,Confections,10 - 4 oz boxes,9.50,6,0.15, 9.50 
100693,10512,21-Jan-2014,Familia Arquibaldo,Aria Cruz,São Paulo,Brazil,Camembert Pierrot,Dairy Products,15 - 300 g rounds,34.00,12,0.15, 34.00 
100694,10513,22-Jan-2014,Die Wandernde Kuh,Rita Müller,Stuttgart,Germany,Sir Rodney's Scones,Confections,24 pkgs. x 4 pieces,10.00,40,0.20, 10.00 
100695,10513,22-Jan-2014,Die Wandernde Kuh,Rita Müller,Stuttgart,Germany,Mascarpone Fabioli,Dairy Products,24 - 200 g pkgs.,32.00,50,0.20, 32.00 
100696,10513,22-Jan-2014,Die Wandernde Kuh,Rita Müller,Stuttgart,Germany,Sirop d'érable,Condiments,24 - 500 ml bottles,28.50,15,0.20, 28.50 
100697,10514,22-Jan-2014,Ernst Handel,Roland Mendel,Graz,Austria,Sir Rodney's Marmalade,Confections,30 gift boxes,81.00,39,0.00, 81.00 
100698,10514,22-Jan-2014,Ernst Handel,Roland Mendel,Graz,Austria,Rössle Sauerkraut,Produce,25 - 825 g cans,45.60,35,0.00, 45.60 
100699,10514,22-Jan-2014,Ernst Handel,Roland Mendel,Graz,Austria,Gnocchi di nonna Alice,Grains/Cereals,24 - 250 g pkgs.,38.00,70,0.00, 38.00 
100700,10514,22-Jan-2014,Ernst Handel,Roland Mendel,Graz,Austria,Louisiana Fiery Hot Pepper Sauce,Condiments,32 - 8 oz bottles,21.05,39,0.00, 21.05 
100701,10514,22-Jan-2014,Ernst Handel,Roland Mendel,Graz,Austria,Rhönbräu Klosterbier,Beverages,24 - 0.5 l bottles,7.75,50,0.00, 7.75 
100702,10515,23-Jan-2014,QUICK-Stop,Horst Kloss,Cunewalde,Germany,Mishi Kobe Niku,Meat/Poultry,18 - 500 g pkgs.,97.00,16,0.15, 97.00 
100703,10515,23-Jan-2014,QUICK-Stop,Horst Kloss,Cunewalde,Germany,Pavlova,Confections,32 - 500 g boxes,17.45,50,0.00, 17.45 
100704,10515,23-Jan-2014,QUICK-Stop,Horst Kloss,Cunewalde,Germany,Schoggi Schokolade,Confections,100 - 100 g pieces,43.90,120,0.00, 43.90 
100705,10515,23-Jan-2014,QUICK-Stop,Horst Kloss,Cunewalde,Germany,Geitost,Dairy Products,500 g,2.50,16,0.15, 2.50 
100706,10515,23-Jan-2014,QUICK-Stop,Horst Kloss,Cunewalde,Germany,Camembert Pierrot,Dairy Products,15 - 300 g rounds,34.00,84,0.15, 34.00 
100707,10516,24-Jan-2014,Hungry Owl All-Night Grocers,Patricia McKenna,Cork,Ireland,Carnarvon Tigers,Seafood,16 kg pkg.,62.50,25,0.10, 62.50 
100708,10516,24-Jan-2014,Hungry Owl All-Night Grocers,Patricia McKenna,Cork,Ireland,Jack's New England Clam Chowder,Seafood,12 - 12 oz cans,9.65,80,0.10, 9.65 
100709,10516,24-Jan-2014,Hungry Owl All-Night Grocers,Patricia McKenna,Cork,Ireland,Singaporean Hokkien Fried Mee,Grains/Cereals,32 - 1 kg pkgs.,14.00,20,0.00, 14.00 
100710,10517,24-Jan-2014,North/South,Simon Crowther,London,UK,Filo Mix,Grains/Cereals,16 - 2 kg boxes,7.00,6,0.00, 7.00 
100711,10517,24-Jan-2014,North/South,Simon Crowther,London,UK,Raclette Courdavault,Dairy Products,5 kg pkg.,55.00,4,0.00, 55.00 
100712,10517,24-Jan-2014,North/South,Simon Crowther,London,UK,Outback Lager,Beverages,24 - 355 ml bottles,15.00,6,0.00, 15.00 
100713,10518,25-Jan-2014,Tortuga Restaurante,Miguel Angel Paolino,México D.F.,Mexico,Guaraná Fantástica,Beverages,12 - 355 ml cans,4.50,5,0.00, 4.50 
100714,10518,25-Jan-2014,Tortuga Restaurante,Miguel Angel Paolino,México D.F.,Mexico,Côte de Blaye,Beverages,12 - 75 cl bottles,263.50,15,0.00, 263.50 
100715,10518,25-Jan-2014,Tortuga Restaurante,Miguel Angel Paolino,México D.F.,Mexico,Gula Malacca,Condiments,20 - 2 kg bags,19.45,9,0.00, 19.45 
100716,10519,28-Jan-2014,Chop-suey Chinese,Yang Wang,Bern,Switzerland,Ikura,Seafood,12 - 200 ml jars,31.00,16,0.05, 31.00 
100717,10519,28-Jan-2014,Chop-suey Chinese,Yang Wang,Bern,Switzerland,Gnocchi di nonna Alice,Grains/Cereals,24 - 250 g pkgs.,38.00,40,0.00, 38.00 
100718,10519,28-Jan-2014,Chop-suey Chinese,Yang Wang,Bern,Switzerland,Camembert Pierrot,Dairy Products,15 - 300 g rounds,34.00,10,0.05, 34.00 
100719,10520,29-Jan-2014,Santé Gourmet,Jonas Bergulfsen,Stavern,Norway,Guaraná Fantástica,Beverages,12 - 355 ml cans,4.50,8,0.00, 4.50 
100720,10520,29-Jan-2014,Santé Gourmet,Jonas Bergulfsen,Stavern,Norway,Perth Pasties,Meat/Poultry,48 pieces,32.80,5,0.00, 32.80 
100721,10521,29-Jan-2014,Cactus Comidas para llevar,Patricio Simpson,Buenos Aires,Argentina,Steeleye Stout,Beverages,24 - 12 oz bottles,18.00,3,0.00, 18.00 
100722,10521,29-Jan-2014,Cactus Comidas para llevar,Patricio Simpson,Buenos Aires,Argentina,Jack's New England Clam Chowder,Seafood,12 - 12 oz cans,9.65,10,0.00, 9.65 
100723,10521,29-Jan-2014,Cactus Comidas para llevar,Patricio Simpson,Buenos Aires,Argentina,Scottish Longbreads,Confections,10 boxes x 8 pieces,12.50,6,0.00, 12.50 
100724,10522,30-Jan-2014,Lehmanns Marktstand,Renate Messner,Frankfurt a.M.,Germany,Chai,Beverages,10 boxes x 20 bags,18.00,40,0.20, 18.00 
100725,10522,30-Jan-2014,Lehmanns Marktstand,Renate Messner,Frankfurt a.M.,Germany,Northwoods Cranberry Sauce,Condiments,12 - 12 oz jars,40.00,24,0.00, 40.00 
100726,10522,30-Jan-2014,Lehmanns Marktstand,Renate Messner,Frankfurt a.M.,Germany,Nord-Ost Matjeshering,Seafood,10 - 200 g glasses,25.89,20,0.20, 25.89 
100727,10522,30-Jan-2014,Lehmanns Marktstand,Renate Messner,Frankfurt a.M.,Germany,Boston Crab Meat,Seafood,24 - 4 oz tins,18.40,25,0.20, 18.40 
100728,10523,01-Feb-2014,Seven Seas Imports,Hari Kumar,London,UK,Alice Mutton,Meat/Poultry,20 - 1 kg tins,39.00,25,0.10, 39.00 
100729,10523,01-Feb-2014,Seven Seas Imports,Hari Kumar,London,UK,Sir Rodney's Marmalade,Confections,30 gift boxes,81.00,15,0.10, 81.00 
100730,10523,01-Feb-2014,Seven Seas Imports,Hari Kumar,London,UK,Gravad lax,Seafood,12 - 500 g pkgs.,26.00,18,0.10, 26.00 
100731,10523,01-Feb-2014,Seven Seas Imports,Hari Kumar,London,UK,Jack's New England Clam Chowder,Seafood,12 - 12 oz cans,9.65,6,0.10, 9.65 
100732,10524,01-Feb-2014,Berglunds snabbköp,Christina Berglund,Luleå,Sweden,Ikura,Seafood,12 - 200 ml jars,31.00,2,0.00, 31.00 
100733,10524,01-Feb-2014,Berglunds snabbköp,Christina Berglund,Luleå,Sweden,Nord-Ost Matjeshering,Seafood,10 - 200 g glasses,25.89,10,0.00, 25.89 
100734,10524,01-Feb-2014,Berglunds snabbköp,Christina Berglund,Luleå,Sweden,Ipoh Coffee,Beverages,16 - 500 g tins,46.00,60,0.00, 46.00 
100735,10524,01-Feb-2014,Berglunds snabbköp,Christina Berglund,Luleå,Sweden,Tourtière,Meat/Poultry,16 pies,7.45,15,0.00, 7.45 
100736,10525,02-Feb-2014,Bon app',Laurence Lebihan,Marseille,France,Inlagd Sill,Seafood,24 - 250 g  jars,19.00,30,0.00, 19.00 
100737,10525,02-Feb-2014,Bon app',Laurence Lebihan,Marseille,France,Boston Crab Meat,Seafood,24 - 4 oz tins,18.40,15,0.10, 18.40 
100738,10526,05-Feb-2014,Wartian Herkku,Pirkko Koskitalo,Oulu,Finland,Chai,Beverages,10 boxes x 20 bags,18.00,8,0.15, 18.00 
100739,10526,05-Feb-2014,Wartian Herkku,Pirkko Koskitalo,Oulu,Finland,Konbu,Seafood,2 kg box,6.00,10,0.00, 6.00 
100740,10526,05-Feb-2014,Wartian Herkku,Pirkko Koskitalo,Oulu,Finland,Gnocchi di nonna Alice,Grains/Cereals,24 - 250 g pkgs.,38.00,30,0.15, 38.00 
100741,10527,05-Feb-2014,QUICK-Stop,Horst Kloss,Cunewalde,Germany,Chef Anton's Cajun Seasoning,Condiments,48 - 6 oz jars,22.00,50,0.10, 22.00 
100742,10527,05-Feb-2014,QUICK-Stop,Horst Kloss,Cunewalde,Germany,Inlagd Sill,Seafood,24 - 250 g  jars,19.00,30,0.10, 19.00 
100743,10528,06-Feb-2014,Great Lakes Food Market,Howard Snyder,Eugene,USA,Queso Cabrales,Dairy Products,1 kg pkg.,21.00,3,0.00, 21.00 
100744,10528,06-Feb-2014,Great Lakes Food Market,Howard Snyder,Eugene,USA,Geitost,Dairy Products,500 g,2.50,8,0.20, 2.50 
100745,10528,06-Feb-2014,Great Lakes Food Market,Howard Snyder,Eugene,USA,Mozzarella di Giovanni,Dairy Products,24 - 200 g pkgs.,34.80,9,0.00, 34.80 
100746,10529,07-Feb-2014,Maison Dewey,Catherine Dewey,Bruxelles,Belgium,Pâté chinois,Meat/Poultry,24 boxes x 2 pies,24.00,14,0.00, 24.00 
100747,10529,07-Feb-2014,Maison Dewey,Catherine Dewey,Bruxelles,Belgium,Scottish Longbreads,Confections,10 boxes x 8 pieces,12.50,20,0.00, 12.50 
100748,10529,07-Feb-2014,Maison Dewey,Catherine Dewey,Bruxelles,Belgium,Gudbrandsdalsost,Dairy Products,10 kg pkg.,36.00,10,0.00, 36.00 
100749,10530,08-Feb-2014,Piccolo und mehr,Georg Pipps,Salzburg,Austria,Alice Mutton,Meat/Poultry,20 - 1 kg tins,39.00,40,0.00, 39.00 
100750,10530,08-Feb-2014,Piccolo und mehr,Georg Pipps,Salzburg,Austria,Ipoh Coffee,Beverages,16 - 500 g tins,46.00,25,0.00, 46.00 
100751,10530,08-Feb-2014,Piccolo und mehr,Georg Pipps,Salzburg,Austria,Sirop d'érable,Condiments,24 - 500 ml bottles,28.50,20,0.00, 28.50 
100752,10530,08-Feb-2014,Piccolo und mehr,Georg Pipps,Salzburg,Austria,Lakkalikööri,Beverages,500 ml,18.00,50,0.00, 18.00 
100753,10531,08-Feb-2014,Océano Atlántico Ltda.,Yvonne Moncada,Buenos Aires,Argentina,Raclette Courdavault,Dairy Products,5 kg pkg.,55.00,2,0.00, 55.00 
100754,10532,09-Feb-2014,Eastern Connection,Ann Devon,London,UK,Nord-Ost Matjeshering,Seafood,10 - 200 g glasses,25.89,15,0.00, 25.89 
100755,10532,09-Feb-2014,Eastern Connection,Ann Devon,London,UK,Louisiana Hot Spiced Okra,Condiments,24 - 8 oz jars,17.00,24,0.00, 17.00 
100756,10533,12-Feb-2014,Folk och fä HB,Maria Larsson,Bräcke,Sweden,Chef Anton's Cajun Seasoning,Condiments,48 - 6 oz jars,22.00,50,0.05, 22.00 
100757,10533,12-Feb-2014,Folk och fä HB,Maria Larsson,Bräcke,Sweden,Mozzarella di Giovanni,Dairy Products,24 - 200 g pkgs.,34.80,24,0.00, 34.80 
100758,10533,12-Feb-2014,Folk och fä HB,Maria Larsson,Bräcke,Sweden,Röd Kaviar,Seafood,24 - 150 g jars,15.00,24,0.05, 15.00 
100759,10534,12-Feb-2014,Lehmanns Marktstand,Renate Messner,Frankfurt a.M.,Germany,Nord-Ost Matjeshering,Seafood,10 - 200 g glasses,25.89,10,0.00, 25.89 
100760,10534,12-Feb-2014,Lehmanns Marktstand,Renate Messner,Frankfurt a.M.,Germany,Boston Crab Meat,Seafood,24 - 4 oz tins,18.40,10,0.20, 18.40 
100761,10534,12-Feb-2014,Lehmanns Marktstand,Renate Messner,Frankfurt a.M.,Germany,Tourtière,Meat/Poultry,16 pies,7.45,10,0.20, 7.45 
100762,10535,13-Feb-2014,Antonio Moreno Taquería,Antonio Moreno,México D.F.,Mexico,Queso Cabrales,Dairy Products,1 kg pkg.,21.00,50,0.10, 21.00 
100763,10535,13-Feb-2014,Antonio Moreno Taquería,Antonio Moreno,México D.F.,Mexico,Boston Crab Meat,Seafood,24 - 4 oz tins,18.40,10,0.10, 18.40 
