RecDate,Mkt,Series,Sector,Symbol,NameOfTheSecurityInNse,PrevClose,OpenPrice,HighPrice,LowPrice,ClosePrice,TradeValue,TradeQty,IndSec,CoprInd,Trades,52W_High,52W_Low
1/19/2015,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,342.85,343.9,352.3,341.9,350.45,1062996016,3050874,Y, ,60956,420,281.9
1/19/2015,N,EQ,CapGoods,BHEL,BHEL,273.85,274.2,282.4,273.05,281.05,971449393.9,3484218,Y, ,38389,291.5,145.55
1/19/2015,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,659.3,659.25,661.05,642.7,645.2,716076949.3,1102884,Y, ,28058,785,331.85
1/19/2015,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,231.85,235,235.6,232.8,234.15,259482421.5,1107758,Y, ,17783,386,228.05
1/19/2015,N,EQ,Pharma,CIPLA,CIPLA LTD,647.35,652,661.55,649,657.8,1009701026,1536486,Y, ,34198,673,366.5
1/19/2015,N,EQ,Metals,COALINDIA,COAL INDIA LTD,379.05,379,383.9,374.1,379.2,653877535.7,1720402,Y, ,29306,423.7,240.3
1/19/2015,N,EQ,Housing,DLF,DLF LIMITED,146.25,146.9,148.6,143.2,145.35,794553795.9,5451338,Y, ,29808,242.95,100.1
1/19/2015,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3285.8,3280,3330,3269.7,3323.9,823714212,248669,Y, ,17425,3666.25,2246.5
1/19/2015,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,424.95,421.2,446.3,421.2,440.55,893731778.4,2027606,Y, ,31780,551.9,340.2
1/19/2015,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3636.5,3652.6,3715,3642.8,3652.5,268195121.3,72836,Y, ,5490,3789,2426.35
1/19/2015,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1639,1650,1730,1639.8,1644.65,1396529946,833958,Y, ,41312,1776.25,1256
1/19/2015,N,EQ,FinSrvc,HDFC,HDFC LTD,1194.55,1198,1204.65,1178.15,1181.7,1144048186,964317,Y, ,39492,1210.9,755
1/19/2015,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,1001.35,1013.25,1020,1002.95,1004.55,1068282602,1059873,Y, ,18632,1020,616.8
1/19/2015,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,2897.7,2900.05,2920,2836,2841.3,1415980976,494968,Y, ,44829,3269.95,1907.1
1/19/2015,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,138.55,140.95,141.7,139.5,140.25,1197765163,8541810,Y, ,63671,198.9,96.7
1/19/2015,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,941.05,946.3,947.4,886.05,892.55,7021469122,7705398,Y, ,157290,947.4,542
1/19/2015,N,EQ,FinSrvc,ICICIBANK,ICICI BANK LTD.,353.85,355.5,361.8,353.5,360.8,3353036302,9342741,Y, ,92450,1798.15,319.2
1/19/2015,N,EQ,FinSrvc,IDFC,IDFC LIMITED,166.35,167.2,171.2,166.85,170.55,1691328993,9958270,Y, ,45295,171.2,88.05
1/19/2015,N,EQ,FinSrvc,INDUSINDBK,INDUSIND BANK LIMITED,831.85,835,837.8,827,829.15,509031231.4,612731,Y, ,13363,849.15,369.5
1/19/2015,N,EQ,InfoTech,INFY,INFOSYS LIMITED,2118.3,2120,2132.35,2094.6,2102.5,2150712821,1021936,Y, ,62963,4402.2,1896.3
1/19/2015,N,EQ,Tobacco,ITC,ITC LTD,360.1,360,361.75,356,358.8,1640626043,4568823,Y, ,58058,400.3,311.4
1/19/2015,N,EQ,Metals,JINDALSTEL,JINDAL STEEL & POWER LTD,150.85,150.95,153.6,149.6,151.65,479589340.3,3156454,Y, ,17924,351,125.1
1/19/2015,N,EQ,FinSrvc,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1395.35,1393.2,1399,1382,1389.45,1219735708,877538,Y, ,24997,1444,630.5
1/19/2015,N,EQ,CapGoods,LT,LARSEN & TOUBRO LTD.,1591.75,1603,1623,1601.9,1614.85,2247017097,1391965,Y, ,57268,1776.6,965.1
1/19/2015,N,EQ,Pharma,LUPIN,LUPIN LIMITED,1428.05,1431,1467.5,1430,1463.5,565319844.3,390371,Y, ,11212,1497.5,855.4
1/19/2015,N,EQ,Auto,M&M,MAHINDRA & MAHINDRA LTD,1304.6,1304.9,1335,1296,1332.2,899378969.9,681229,Y, ,34765,1433.7,846.6
1/19/2015,N,EQ,Auto,MARUTI,MARUTI SUZUKI INDIA LTD.,3616.6,3627.7,3642.5,3615.2,3626.25,698865360.4,192537,Y, ,7979,3642.5,1540.4
1/19/2015,N,EQ,Metals,NMDC,NMDC LTD.,135.4,136,137.6,135.3,137.15,159084105.7,1161310,Y, ,9421,196,123.1
1/19/2015,N,EQ,Power,NTPC,NTPC LTD,140.4,140.9,142.9,139.85,141.75,610751795.2,4322422,Y, ,14553,168.9,110.65
1/19/2015,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,347.1,349.1,353,345.8,347.5,709673536.1,2033127,Y, ,25755,471.85,264.15
1/19/2015,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,205.05,205.45,208.5,205.45,207.85,565246956.2,2727640,Y, ,25954,1135.1,199.6
1/19/2015,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,147.35,147.15,148.9,144.4,147.85,419365456.9,2859021,Y, ,18509,150.9,93.25
1/19/2015,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,869.7,870.2,886,858.75,879.65,2674972253,3049291,Y, ,75661,1145.25,793.1
1/19/2015,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,315.45,316.55,317.95,312.5,313.15,3135878353,9975658,Y, ,77913,2979,287
1/19/2015,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,193.25,195,195.95,192.05,193.15,499266542,2577634,Y, ,45500,318.3,168.85
1/19/2015,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,849.75,855,866.15,853.1,863,1191710385,1382755,Y, ,32604,932.5,552.55
1/19/2015,N,EQ,Auto,TATAMOTORS,TATA MOTORS LIMITED,525.75,526.5,539.6,523.15,538.5,2437370244,4568341,Y, ,80811,550.7,332.1
1/19/2015,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,82.7,82.5,83.65,82.4,82.8,139540515.6,1681839,Y, ,8116,115.6,71.4
1/19/2015,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,383.4,384.6,386.9,380.55,384.75,1071037199,2789825,Y, ,44691,579.9,332
1/19/2015,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2532.15,2536,2551,2503,2511,1427954312,567537,Y, ,38860,2839.7,1999.5
1/19/2015,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2816.95,2815,2820,2783.1,2800.25,746752008.4,266551,Y, ,16432,2820,1676.35
1/19/2015,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,3070.1,3099,3139.95,3066.5,3088.5,456150751.5,147140,Y, ,12729,3139.95,1650.3
1/19/2015,N,EQ,InfoTech,WIPRO,WIPRO LTD,555.05,591.1,598.5,582.35,584.2,3572785176,6062665,Y, ,94050,621.9,474.7
1/19/2015,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,385.85,388,389.6,381.05,384.6,307416159.8,798820,Y, ,10128,402.4,254.15
1/20/2015,N,EQ,Cement,ACC,ACC LIMITED,1532.9,1534.55,1550,1531.35,1544.3,633483385,410423,Y, ,17089,1564.65,970.15
1/20/2015,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,246.8,247,248.95,245.5,247.2,484189907.1,1960237,Y, ,19398,248.95,150.1
1/20/2015,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,831.9,835,847,835,839.2,1104675882,1314139,Y, ,39510,859,460.2
1/20/2015,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,528.95,532.55,554.7,531.1,551.4,3768448315,6934581,Y, ,98125,2043.05,369.05
1/20/2015,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2403.9,2407,2417.6,2375.25,2404.25,473687540.6,197434,Y, ,17433,2695,1793.2
1/20/2015,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1084.85,1087.2,1098.9,1084,1086.8,905483475,830934,Y, ,16012,1124.95,511.15
1/20/2015,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,350.45,350.45,357,348.05,354.9,920223045.4,2605572,Y, ,47528,420,281.9
1/20/2015,N,EQ,CapGoods,BHEL,BHEL,281.05,283.55,284,278.3,281.25,1293081949,4601510,Y, ,53762,291.5,145.55
1/20/2015,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,645.2,646.25,654,643.25,647.65,501916462.3,775545,Y, ,16703,785,331.85
1/20/2015,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,234.15,235.05,239.85,234.15,239.55,442602485.6,1860337,Y, ,18512,386,228.05
1/20/2015,N,EQ,Pharma,CIPLA,CIPLA LTD,657.8,661.95,666.45,657.35,661.8,1019964335,1537603,Y, ,37857,673,366.5
1/20/2015,N,EQ,Metals,COALINDIA,COAL INDIA LTD,379.2,384.65,384.65,378.9,382.3,522830793.7,1371798,Y, ,16831,423.7,240.3
1/20/2015,N,EQ,Housing,DLF,DLF LIMITED,145.35,146.2,147.9,143.2,145.65,691495569.9,4747097,Y, ,28912,242.95,100.1
1/20/2015,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3323.9,3342,3342,3292.35,3306.2,984317202.2,297710,Y, ,17575,3666.25,2246.5
1/20/2015,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,440.55,444,444,429,431.35,843664775.9,1953550,Y, ,67046,551.9,340.2
1/20/2015,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3652.5,3686.95,3707,3666,3691.55,251308632.6,68112,Y, ,8043,3789,2426.35
1/20/2015,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1644.65,1662.5,1679.25,1649.7,1672.15,1293758430,774817,Y, ,43863,1776.25,1256
1/20/2015,N,EQ,FinSrvc,HDFC,HDFC LTD,1181.7,1185.1,1257.75,1181.05,1251.55,5323485839,4307951,Y, ,113099,1257.75,755
1/20/2015,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,1004.55,1010,1027,1002,1020.95,2159672441,2126451,Y, ,26615,1027,616.8
1/20/2015,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,2841.3,2860,2868,2797.2,2828.65,1753163509,620515,Y, ,40631,3269.95,1907.1
1/20/2015,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,140.25,141,145.2,141,144.7,1273630255,8856169,Y, ,47586,198.9,96.7
1/20/2015,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,892.55,889.9,903,877.75,895.45,3861621379,4355821,Y, ,88410,947.4,542
1/20/2015,N,EQ,FinSrvc,ICICIBANK,ICICI BANK LTD.,360.8,359.7,369.25,359.7,367.75,3801000537,10434191,Y, ,159902,1798.15,319.2
1/20/2015,N,EQ,FinSrvc,IDFC,IDFC LIMITED,170.55,171,173.3,169.05,171.4,1660943188,9678062,Y, ,41479,173.3,88.05
1/20/2015,N,EQ,FinSrvc,INDUSINDBK,INDUSIND BANK LIMITED,829.15,830,844.5,822.6,840.45,1098731713,1318766,Y, ,18082,849.15,369.5
1/20/2015,N,EQ,InfoTech,INFY,INFOSYS LIMITED,2102.5,2107,2133,2101.45,2124.2,3603258362,1701126,Y, ,66871,4402.2,1896.3
1/20/2015,N,EQ,Tobacco,ITC,ITC LTD,358.8,359.1,371.85,358.1,371.1,2937851643,8009782,Y, ,63237,400.3,311.4
1/20/2015,N,EQ,Metals,JINDALSTEL,JINDAL STEEL & POWER LTD,151.65,152.8,157.6,152.3,155.35,1048352819,6752913,Y, ,39434,351,125.1
1/20/2015,N,EQ,FinSrvc,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1389.45,1392,1401.4,1382.65,1395.7,2635753728,1891863,Y, ,71231,1444,630.5
1/20/2015,N,EQ,CapGoods,LT,LARSEN & TOUBRO LTD.,1614.85,1621.9,1634,1601,1629.55,2253034246,1392519,Y, ,65256,1776.6,965.1
1/20/2015,N,EQ,Pharma,LUPIN,LUPIN LIMITED,1463.5,1473.6,1479.8,1454,1475.7,543824797.9,370117,Y, ,14269,1497.5,855.4
1/20/2015,N,EQ,Auto,M&M,MAHINDRA & MAHINDRA LTD,1332.2,1333.2,1339,1315.3,1325.25,1218830017,919145,Y, ,42817,1433.7,846.6
1/20/2015,N,EQ,Auto,MARUTI,MARUTI SUZUKI INDIA LTD.,3626.25,3618,3636,3584.5,3605.55,1201079906,333315,Y, ,12252,3642.5,1540.4
1/20/2015,N,EQ,Metals,NMDC,NMDC LTD.,137.15,137.6,141,137.2,140.7,397341049.3,2846872,Y, ,18189,196,123.1
1/20/2015,N,EQ,Power,NTPC,NTPC LTD,141.75,142.75,143.5,142.1,142.85,766716357.7,5374190,Y, ,13552,168.9,110.65
1/20/2015,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,347.5,351.5,351.5,347.3,350.3,1128889153,3228047,Y, ,40811,471.85,264.15
1/20/2015,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,207.85,207.8,210.8,207.4,209.25,627057712.8,2995884,Y, ,28688,1135.1,199.6
1/20/2015,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,147.85,149,150,146.8,147.4,510969318.4,3456624,Y, ,17721,150.9,93.25
1/20/2015,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,879.65,881.5,905.55,878.85,903.05,2731470301,3054173,Y, ,66755,1145.25,793.1
1/20/2015,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,313.15,314,319.8,314,318.15,4162310598,13104643,Y, ,102056,2979,287
1/20/2015,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,193.15,193.5,205,192.6,204.15,1495147958,7450225,Y, ,114782,318.3,168.85
1/20/2015,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,863,865,874.5,854.5,872.3,1781176519,2053198,Y, ,64715,932.5,552.55
1/20/2015,N,EQ,Auto,TATAMOTORS,TATA MOTORS LIMITED,538.5,538.75,561,534.75,559.2,3333843231,6075180,Y, ,113370,561,332.1
1/20/2015,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,82.8,82.85,83.65,81.6,82.1,192291828.2,2328202,Y, ,10290,115.6,71.4
1/20/2015,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,384.75,385.6,403.6,385.6,402,2389630604,6017882,Y, ,82554,579.9,332
1/20/2015,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2511,2520,2530,2483.25,2500.45,2572121221,1029283,Y, ,58066,2839.7,1999.5
1/20/2015,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2800.25,2795.05,2819.95,2795.05,2801.8,876072660.5,312009,Y, ,31282,2820,1676.35
1/20/2015,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,3088.5,3100,3127.95,3085.05,3096.45,941723601.5,303336,Y, ,26612,3139.95,1650.3
1/20/2015,N,EQ,InfoTech,WIPRO,WIPRO LTD,584.2,586.1,594,582.9,590.4,1475946436,2510737,Y, ,47453,621.9,474.7
1/20/2015,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,384.6,384.9,393.2,380.8,390.7,489787096.2,1263250,Y, ,21296,402.4,254.15
1/21/2015,N,EQ,Cement,ACC,ACC LIMITED,1544.3,1548,1550,1531.85,1544.45,460518982.8,298780,Y, ,13225,1564.65,970.15
1/21/2015,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,247.2,248,248.4,243.35,246.65,254058252.2,1033591,Y, ,16229,248.95,150.1
1/21/2015,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,839.2,845,855.9,839.2,851.3,1414052027,1663391,Y, ,60343,859,460.2
1/21/2015,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,551.4,553,556.8,545.55,547.25,2454468749,4459351,Y, ,67173,2043.05,369.05
1/21/2015,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2404.25,2420,2456.5,2399.45,2446.65,491445806.7,201858,Y, ,12148,2695,1793.2
1/21/2015,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1086.8,1088.5,1138.7,1088.5,1127.9,3064935753,2723575,Y, ,52149,1138.7,511.15
1/21/2015,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,354.9,355,370,354.5,369,1664930838,4553897,Y, ,62705,420,281.9
1/21/2015,N,EQ,CapGoods,BHEL,BHEL,281.25,282,283.5,277.1,282.55,1047366191,3732923,Y, ,36399,291.5,145.55
1/21/2015,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,647.65,648,657.35,643.6,654.15,598866648.2,922423,Y, ,37793,785,331.85
1/21/2015,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,239.55,240,240.8,235.4,238.4,442269923.7,1860365,Y, ,19226,386,228.05
1/21/2015,N,EQ,Pharma,CIPLA,CIPLA LTD,661.8,663,663.85,641,643.45,996024565.5,1541897,Y, ,60222,673,366.5
1/21/2015,N,EQ,Metals,COALINDIA,COAL INDIA LTD,382.3,382.6,393.5,381.05,391.85,1000361989,2579948,Y, ,48088,423.7,240.3
1/21/2015,N,EQ,Housing,DLF,DLF LIMITED,145.65,146,146.9,141.85,143.7,693400628,4821636,Y, ,33942,242.95,100.1
1/21/2015,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3306.2,3277.5,3348.9,3252,3335.85,1423916847,431156,Y, ,28912,3666.25,2246.5
1/21/2015,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,431.35,431.4,436.8,429.1,433.8,528744479.1,1219529,Y, ,74496,551.9,340.2
1/21/2015,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3691.55,3701.55,3810,3654,3783.25,437913766.6,116962,Y, ,7798,3810,2426.35
1/21/2015,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1672.15,1661.2,1692,1641,1687.25,3142780938,1885258,Y, ,88386,1776.25,1256
1/21/2015,N,EQ,FinSrvc,HDFC,HDFC LTD,1251.55,1259,1297.4,1252.25,1287.2,5864101184,4571279,Y, ,137544,1297.4,755
1/21/2015,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,1020.95,1027.4,1032.95,1018.35,1019.95,1727466769,1685153,Y, ,27044,1032.95,616.8
1/21/2015,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,2828.65,2833.9,2894,2833.9,2875.15,1437026443,502824,Y, ,46773,3269.95,1907.1
1/21/2015,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,144.7,145.65,146.35,140.5,143.2,1268198496,8871757,Y, ,62428,198.9,96.7
1/21/2015,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,895.45,897,948.4,888.5,941.95,3786618194,4103989,Y, ,97260,948.4,542
1/21/2015,N,EQ,FinSrvc,ICICIBANK,ICICI BANK LTD.,367.75,366.5,370.95,365.15,368.45,4163885999,11325320,Y, ,112010,1798.15,319.2
1/21/2015,N,EQ,FinSrvc,IDFC,IDFC LIMITED,171.4,171.8,173.5,169.6,170.1,1146641675,6685024,Y, ,30364,173.5,88.05
1/21/2015,N,EQ,FinSrvc,INDUSINDBK,INDUSIND BANK LIMITED,840.45,845,859.5,839.45,842.55,1243117773,1462665,Y, ,33975,859.5,369.5
1/21/2015,N,EQ,InfoTech,INFY,INFOSYS LIMITED,2124.2,2131.5,2175.95,2118,2169.9,4562627715,2123727,Y, ,82679,4402.2,1896.3
1/21/2015,N,EQ,Tobacco,ITC,ITC LTD,371.1,372.95,372.95,349.2,352.7,7744795706,21632143,Y, ,207973,400.3,311.4
1/21/2015,N,EQ,Metals,JINDALSTEL,JINDAL STEEL & POWER LTD,155.35,156.6,157.15,151.1,152.8,876502523.9,5694164,Y, ,34188,351,125.1
1/21/2015,N,EQ,FinSrvc,KOTAKBANK,KOTAK MAHINDRA BANK LTD,1395.7,1396,1419,1385.05,1388.15,1877159047,1342065,Y, ,51126,1444,630.5
1/21/2015,N,EQ,CapGoods,LT,LARSEN & TOUBRO LTD.,1629.55,1633.8,1668.2,1630.75,1654.55,4082754743,2470158,Y, ,96872,1776.6,965.1
1/21/2015,N,EQ,Pharma,LUPIN,LUPIN LIMITED,1475.7,1479,1488.4,1461.5,1484.8,574156435.1,388480,Y, ,12017,1497.5,855.4
1/21/2015,N,EQ,Auto,M&M,MAHINDRA & MAHINDRA LTD,1325.25,1338,1340,1315.05,1325.05,922470538.2,695980,Y, ,39596,1433.7,846.6
1/21/2015,N,EQ,Auto,MARUTI,MARUTI SUZUKI INDIA LTD.,3605.55,3623,3690,3592,3634.7,1470084110,402419,Y, ,16163,3690,1540.4
1/21/2015,N,EQ,Metals,NMDC,NMDC LTD.,140.7,141.5,141.7,137.3,138.2,354835210,2566465,Y, ,17986,196,123.1
1/21/2015,N,EQ,Power,NTPC,NTPC LTD,142.85,143.25,144.15,142.3,143.5,830606336,5789695,Y, ,28006,168.9,110.65
1/21/2015,N,EQ,Petro,ONGC,OIL AND NATURAL GAS CORP.,350.3,350.15,350.5,344.1,346.05,2045670346,5908766,Y, ,73027,471.85,264.15
1/21/2015,N,EQ,FinSrvc,PNB,PUNJAB NATIONAL BANK,209.25,209.3,217,208.6,216,1356751929,6336999,Y, ,59840,1135.1,199.6
1/21/2015,N,EQ,Power,POWERGRID,POWER GRID CORP. LTD.,147.4,147.3,148.05,146.05,146.9,236897518.9,1611670,Y, ,9658,150.9,93.25
1/21/2015,N,EQ,Petro,RELIANCE,RELIANCE INDUSTRIES LTD,903.05,905,911.4,892.05,906.75,3529238452,3905183,Y, ,84816,1145.25,793.1
1/21/2015,N,EQ,FinSrvc,SBIN,STATE BANK OF INDIA,318.15,319.9,327.6,319,326.2,7357244534,22617660,Y, ,218767,2979,287
1/21/2015,N,EQ,Metals,SSLT,SESA STERLITE LIMITED,204.15,205.4,206,196.55,199.65,1066634679,5341348,Y, ,68054,318.3,168.85
1/21/2015,N,EQ,Pharma,SUNPHARMA,SUN PHARMACEUTICALS IND.,872.3,875,888,873,885.95,2079972154,2358508,Y, ,69063,932.5,552.55
1/21/2015,N,EQ,Auto,TATAMOTORS,TATA MOTORS LIMITED,559.2,556.85,558.45,546,551.5,3560310824,6452158,Y, ,96859,561,332.1
1/21/2015,N,EQ,Power,TATAPOWER,TATA POWER CO LTD,82.1,82.2,83.65,81.5,83.4,322065591,3908410,Y, ,16057,115.6,71.4
1/21/2015,N,EQ,Metals,TATASTEEL,TATA STEEL LIMITED,402,405,406,393.5,397.1,1553258799,3897727,Y, ,72569,579.9,332
1/21/2015,N,EQ,InfoTech,TCS,TATA CONSULTANCY SERV LT,2500.45,2522,2522,2488.25,2513.8,2897054576,1155240,Y, ,75976,2839.7,1999.5
1/21/2015,N,EQ,InfoTech,TECHM,TECH MAHINDRA LIMITED,2801.8,2801,2815.9,2787.8,2796.5,1471933033,525578,Y, ,31063,2820,1676.35
1/21/2015,N,EQ,Cement,ULTRACEMCO,ULTRATECH CEMENT LIMITED,3096.45,3109,3115.9,3041.3,3054.8,905241442.5,295819,Y, ,24350,3139.95,1650.3
1/21/2015,N,EQ,InfoTech,WIPRO,WIPRO LTD,590.4,589.6,595,576.65,588.7,1949436934,3319015,Y, ,74636,621.9,474.7
1/21/2015,N,EQ,Ent'mnt,ZEEL,ZEE ENTERTAINMENT ENT LTD,390.7,393,400.05,376.2,381.55,2979033993,7657084,Y, ,113072,402.4,254.15
1/22/2015,N,EQ,Cement,ACC,ACC LIMITED,1544.45,1544,1563.2,1530,1558.8,623491488.8,401516,Y, ,23469,1564.65,970.15
1/22/2015,N,EQ,Cement,AMBUJACEM,AMBUJA CEMENTS LTD,246.65,247.1,249.95,245.1,249,622849934.3,2518070,Y, ,37950,249.95,150.1
1/22/2015,N,EQ,FMCG,ASIANPAINT,ASIAN PAINTS LIMITED,851.3,856.5,881.65,852.85,867.15,1738274580,1995155,Y, ,58798,881.65,460.2
1/22/2015,N,EQ,FinSrvc,AXISBANK,AXIS BANK LIMITED,547.25,549.7,567.15,547.8,564.75,3098109439,5546866,Y, ,76912,2043.05,369.05
1/22/2015,N,EQ,Auto,BAJAJ-AUTO,BAJAJ AUTO LIMITED,2446.65,2455.25,2491.25,2438.1,2444.3,1836209964,748394,Y, ,18367,2695,1793.2
1/22/2015,N,EQ,FinSrvc,BANKBARODA,BANK OF BARODA,1127.9,228.4,228.4,221.1,223.85,1081844996,4837641,Y, ,43775,1138.7,221.1
1/22/2015,N,EQ,Telecom,BHARTIARTL,BHARTI AIRTEL LIMITED,369,373.35,373.95,361.15,370,831337128.9,2255707,Y, ,39249,420,281.9
1/22/2015,N,EQ,CapGoods,BHEL,BHEL,282.55,283.45,287.35,280.85,284.45,1137878276,4009470,Y, ,41940,291.5,145.55
1/22/2015,N,EQ,Petro,BPCL,BHARAT PETROLEUM CORP  LT,654.15,655,660,644.95,657.05,538525430.2,822723,Y, ,19564,785,331.85
1/22/2015,N,EQ,Petro,CAIRN,CAIRN INDIA LIMITED,238.4,236,240.5,234.1,238.5,674285139.5,2849477,Y, ,28120,386,228.05
1/22/2015,N,EQ,Pharma,CIPLA,CIPLA LTD,643.45,643.5,657.2,641.35,654.8,1070034960,1642285,Y, ,35395,673,366.5
1/22/2015,N,EQ,Metals,COALINDIA,COAL INDIA LTD,391.85,394.6,397.6,391.05,396.4,643811366.1,1632779,Y, ,24101,423.7,240.3
1/22/2015,N,EQ,Housing,DLF,DLF LIMITED,143.7,144.4,149.8,143.2,148.6,1328100015,9019250,Y, ,52322,242.95,100.1
1/22/2015,N,EQ,Pharma,DRREDDY,DR. REDDY'S LABORATORIES,3335.85,3330.1,3365,3330.1,3361.25,824610342.4,245798,Y, ,14618,3666.25,2246.5
1/22/2015,N,EQ,Petro,GAIL,GAIL (INDIA) LTD,433.8,433.25,438.3,429.4,431.05,1225600905,2837802,Y, ,37198,551.9,340.2
1/22/2015,N,EQ,Cement,GRASIM,GRASIM INDUSTRIES LTD,3783.25,3820,3824.8,3760.3,3809.4,282745250.2,74337,Y, ,4992,3824.8,2426.35
1/22/2015,N,EQ,InfoTech,HCLTECH,HCL TECHNOLOGIES LTD,1687.25,1688,1693.05,1657,1665.7,1569636914,942276,Y, ,46030,1776.25,1256
1/22/2015,N,EQ,FinSrvc,HDFC,HDFC LTD,1287.2,1287,1294.85,1272,1279.65,3710762606,2899200,Y, ,102384,1297.4,755
1/22/2015,N,EQ,FinSrvc,HDFCBANK,HDFC BANK LTD,1019.95,1025,1032.5,1018.55,1021.25,1656340165,1617670,Y, ,19283,1032.95,616.8
1/22/2015,N,EQ,Auto,HEROMOTOCO,HERO MOTOCORP LIMITED,2875.15,2899.95,2909,2811.6,2838.85,1758393421,616241,Y, ,46099,3269.95,1907.1
1/22/2015,N,EQ,Metals,HINDALCO,HINDALCO  INDUSTRIES  LTD,143.2,143.05,144.9,141.1,143.45,987677974.8,6918171,Y, ,48566,198.9,96.7
1/22/2015,N,EQ,FMCG,HINDUNILVR,HINDUSTAN UNILEVER LTD.,941.95,944,961.3,931.3,944.65,3396030994,3585572,Y, ,82425,961.3,542
