Make,Model,Type,Origin,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,AM,Gears
Chevrolet,TrailBlazer LT,SUV,USA,Front,3786875,3434875,4.2,6,275,16,21,4425,113,192,1,5
Infiniti,G35 Sport Coupe 2dr,Sedan,Asia,Rear,3724375,3442000,3.5,6,280,18,26,3416,112,182,1,5
BMW,325xi 4dr,Sedan,Europe,All,3780625,3468125,2.5,6,184,19,27,3461,107,176,1,5
Ford,Crown Victoria LX Sport 4dr,Sedan,USA,Rear,3789375,3469500,4.6,8,239,17,25,4057,115,212,1,5
Chrysler,300M 4dr,Sedan,USA,Front,3733125,3474625,3.5,6,250,18,27,3581,113,198,1,5
BMW,325Ci 2dr,Sedan,Europe,Rear,3849375,3530625,2.5,6,184,20,29,3197,107,177,1,5
Mercury,Grand Marquis LS Ultimate 4dr,Sedan,USA,Rear,3861875,3539750,4.6,8,224,17,25,4052,115,212,1,5
Infiniti,I35 4dr,Sedan,Asia,Front,3893125,3540000,3.5,6,255,19,26,3306,108,194,1,5
Mitsubishi,Endeavor XLS,SUV,Asia,All,3811500,3541250,3.8,6,215,17,21,4134,109,190,1,5
Pontiac,Montana EWB,Sedan,USA,All,3921250,3556750,3.4,6,185,18,24,4431,121,201,1,5
Cadillac,CTS VVT 4dr,Sedan,USA,Rear,3854375,3571875,3.6,6,255,18,25,3694,113,190,1,5
Subaru,Outback H-6 VDC 4dr,Sedan,Asia,All,3943125,3575375,3,6,212,19,26,3630,104,184,1,5
Lexus,IS 300 4dr auto,Sedan,Asia,Rear,4051875,3576375,3,6,215,18,24,3285,105,177,1,6
Chrysler,Sebring Limited convertible 2dr,Sedan,USA,Front,3868750,3576625,2.7,6,200,21,28,3448,106,194,1,5
Lexus,IS 300 SportCross,Wagon,Asia,Rear,4056875,3580875,3,6,215,18,24,3410,105,177,1,6
Chrysler,Pacifica,Wagon,USA,Rear,3903750,3590625,3.5,6,250,17,23,4675,116,199,1,5
Lexus,ES 330 4dr,Sedan,Asia,Front,4043750,3594375,3.3,6,225,20,29,3460,107,191,1,6
Audi,A4 3.0 4dr,Sedan,Europe,Front,3980000,3605750,3,6,220,20,28,3462,104,179,0,5
GMC,Envoy XUV SLE,SUV,USA,Front,3986250,3615250,4.2,6,275,15,19,4945,129,208,1,5
Subaru,Impreza WRX STi 4dr,Sports,Asia,All,3943125,3641250,2.5,4,300,18,24,3263,100,174,1,5
Saab,9-3 Arc Sport 4dr,Sedan,Europe,Front,3857500,3658625,2,4,210,20,28,3175,105,183,1,5
Ford,F-150 Supercab Lariat,Truck,USA,All,4192500,3675625,5.4,8,300,14,18,5464,133,218,1,6
Dodge,Durango SLT,SUV,USA,All,4029375,3684000,4.7,8,230,15,21,4987,119,201,1,5
Buick,LeSabre Limited 4dr,Sedan,USA,Front,4030625,3695750,3.8,6,205,20,29,3591,112,200,1,6
Infiniti,G35 4dr,Sedan,Asia,All,4055625,3722875,3.5,6,260,18,26,3677,112,187,1,6
Dodge,Grand Caravan SXT,Sedan,USA,All,4082500,3726500,3.8,6,215,18,25,4440,119,201,1,6
Volvo,S60 2.5 4dr,Sedan,Europe,All,3968125,3739500,2.5,5,208,20,27,3903,107,180,1,5
Honda,S2000 convertible 2dr,Sports,Asia,Rear,4157500,3745625,2.2,4,240,20,25,2835,95,162,1,6
Lincoln,LS V6 Luxury 4dr,Sedan,USA,Rear,4061875,3746125,3,6,232,20,26,3681,115,194,1,6
Isuzu,Ascender S,SUV,Asia,All,3981125,3747125,4.2,6,275,15,20,4967,129,208,1,5
Nissan,Quest SE,Sedan,Asia,Front,4097500,3752375,3.5,6,240,18,25,4175,124,204,1,6
Mercedes-Benz,C240 4dr,Sedan,Europe,Rear,4035000,3758875,2.6,6,168,20,25,3360,107,178,1,6
BMW,325xi Sport,Wagon,Europe,All,4105625,3763750,2.5,6,184,19,26,3594,107,176,1,6
Acura,TL 4dr,Sedan,Asia,Front,4149375,3787375,3.2,6,270,20,28,3575,108,186,1,6
Audi,A4 3.0 Quattro 4dr manual,Sedan,Europe,All,4178750,3795750,3,6,220,17,26,3583,104,179,1,6
Ford,Expedition 4.6 XLT,SUV,USA,Front,4320000,3808500,4.6,8,232,15,19,5000,119,206,1,6
Volkswagen,Passat GLX V6 4MOTION 4dr,Sedan,Europe,Front,4147500,3822875,2.8,6,190,19,26,3721,106,185,1,6
Pontiac,GTO 2dr,Sports,USA,Rear,4187500,3838750,5.7,8,340,16,20,3725,110,190,1,6
Mitsubishi,Montero XLS,SUV,Asia,All,4139000,3845375,3.8,6,215,15,19,4718,110,190,1,6
Nissan,Pathfinder Armada SE,SUV,Asia,Front,4230000,3851875,5.6,8,305,13,19,5013,123,207,1,6
Mercury,Monterey Luxury,Sedan,USA,Front,4249375,3855750,4.2,6,201,16,23,4340,121,202,1,6
Chrysler,300M Special Edition 4dr,Sedan,USA,Front,4161875,3860500,3.5,6,255,18,27,3650,113,198,1,6
Jaguar,X-Type 3.0 4dr,Sedan,Europe,All,4249375,3874375,3,6,227,18,25,3516,107,184,1,6
BMW,Z4 convertible 2.5i 2dr,Sports,Europe,Rear,4236875,3883125,2.5,6,184,20,28,2932,98,161,1,6
Mercedes-Benz,C240 4dr,Sedan,Europe,All,4185000,3898375,2.6,6,168,19,25,3360,107,178,1,6
GMC,Yukon 1500 SLE,SUV,USA,Front,4465625,3920125,4.8,8,285,16,19,5042,116,199,1,6
Audi,A4 3.0 Quattro 4dr auto,Sedan,Europe,All,4310000,3923500,3,6,220,18,25,3627,104,179,1,6
Mercedes-Benz,C240,Wagon,Europe,Rear,4222500,3933250,2.6,6,168,19,25,3470,107,179,1,6
Mercury,Marauder 4dr,Sedan,USA,Rear,4311875,3944750,4.6,8,302,17,23,4195,115,212,1,6
Saab,9-3 Aero 4dr,Sedan,Europe,Front,4170000,3945250,2,4,210,20,28,3175,105,183,1,6
Chevrolet,Avalanche 1500,Truck,USA,All,4512500,3961125,5.3,8,295,14,18,5678,130,222,1,6
Infiniti,FX35,Wagon,Asia,Rear,4361875,3969500,3.5,6,280,16,22,4056,112,189,1,6
Toyota,Sequoia SR5,SUV,Asia,All,4461875,3978375,4.7,8,240,14,17,5270,118,204,1,6
Nissan,350Z Enthusiast convertible 2dr,Sports,Asia,Rear,4298750,3980625,3.5,6,287,20,26,3428,104,169,1,6
Chrysler,Crossfire 2dr,Sports,USA,Rear,4311875,4004125,3.2,6,215,17,25,3060,95,160,1,6
Volkswagen,Touareg V6,SUV,Europe,All,4439375,4030375,3.2,6,220,15,20,5086,112,187,1,6
Buick,Park Avenue 4dr,Sedan,USA,Front,4443125,4030500,3.8,6,205,20,29,3778,114,207,1,6
Audi,A41.8T convertible 2dr,Sedan,Europe,Front,4492500,4063250,1.8,4,170,23,30,3638,105,180,1,6
Audi,TT 1.8 convertible 2dr (coupe),Sports,Europe,Front,4492500,4064000,1.8,4,180,20,28,3131,95,159,1,6
BMW,330i 4dr,Sedan,Europe,Rear,4436875,4065625,3,6,225,20,30,3285,107,176,1,6
Volvo,S60 T5 4dr,Sedan,Europe,Front,4355625,4112750,2.3,5,247,20,28,3766,107,180,1,6
Pontiac,Bonneville GXP 4dr,Sedan,USA,Front,4499375,4124625,4.6,8,275,17,20,3790,112,203,1,6
Saab,9-5 Arc 4dr,Sedan,Europe,Front,4388125,4126375,2.3,4,220,21,29,3470,106,190,1,6
Volvo,XC70,Wagon,Europe,All,4393125,4139000,2.5,5,208,20,27,3823,109,186,1,6
Infiniti,FX45,Wagon,Asia,All,4549375,4140125,4.5,8,315,15,19,4309,112,189,1,6
Audi,A6 3.0 4dr,Sedan,Europe,Front,4580000,4141125,3,6,220,20,27,3561,109,192,1,6
Acura,MDX,SUV,Asia,All,4618125,4167125,3.5,6,265,17,23,4451,106,189,1,6
Mercedes-Benz,C320 Sport 4dr,Sedan,Europe,Rear,4490000,4182000,3.2,6,215,19,26,3430,107,178,1,6
BMW,X3 3.0i,SUV,Europe,All,4625000,4234125,3,6,225,16,23,4023,110,180,1,6
BMW,330Ci 2dr,Sedan,Europe,Rear,4624375,4236250,3,6,225,20,30,3285,107,176,1,6
Audi,TT 1.8 Quattro 2dr (convertible),Sports,Europe,All,4673750,4236375,1.8,4,225,20,28,2921,96,159,1,6
Lincoln,LS V6 Premium 4dr,Sedan,USA,Rear,4611875,4241125,3,6,232,20,26,3681,115,194,1,6
BMW,330xi 4dr,Sedan,Europe,All,4655625,4264375,3,6,225,20,29,3483,107,176,1,6
Buick,Rainier,SUV,USA,All,4736875,4294625,4.2,6,275,15,21,4600,113,193,1,6
Ford,Thunderbird Deluxe convert w/hardtop 2d,Sports,USA,Front,4691250,4310375,3.9,8,280,17,24,3780,107,186,1,6
Lexus,RX 330,SUV,Asia,All,4899375,4322000,3.3,6,230,18,24,4065,107,186,1,6
BMW,325Ci convertible 2dr,Sedan,Europe,Rear,4749375,4350000,2.5,6,184,19,27,3560,107,177,1,6
Mercedes-Benz,C320 4dr,Sedan,Europe,Rear,4703750,4380750,3.2,6,215,20,26,3450,107,178,1,6
Chrysler,Town and Country Limited,Sedan,USA,Front,4797500,4382875,3.8,6,215,18,25,4331,119,201,1,6
Volvo,S60 R 4dr,Sedan,Europe,All,4695000,4422750,2.5,5,300,18,25,3571,107,181,1,6
Chevrolet,Silverado SS,Truck,USA,All,5042500,4424875,6,8,300,13,17,4804,144,238,1,6
Volvo,S80 2.9 4dr,Sedan,Europe,Front,4716250,4442750,2.9,6,208,20,28,3576,110,190,1,6
Volvo,S80 2.5T 4dr,Sedan,Europe,All,4735625,4461000,2.5,5,194,20,27,3691,110,190,1,6
Land Rover,Discovery SE,SUV,Europe,All,4906250,4472125,4.6,8,217,12,16,4576,100,185,1,6
Audi,A6 3.0 Quattro 4dr,Sedan,Europe,All,4955000,4499000,3,6,220,18,25,3880,109,192,1,6
Volkswagen,Passat W8 4MOTION 4dr,Sedan,Europe,Front,4904375,4506500,4,8,270,18,25,3953,106,185,1,6
Mercedes-Benz,C320 4dr,Sedan,Europe,All,4853750,4520250,3.2,6,215,19,27,3450,107,178,1,6
Lexus,GS 300 4dr,Sedan,Asia,Rear,5126250,4524500,3,6,220,18,25,3649,110,189,1,6
Chevrolet,Tahoe LT,SUV,USA,All,5183125,4535875,5.3,8,295,14,18,5050,116,197,1,6
Ford,Excursion 6.8 XLT,SUV,USA,All,5184375,4561750,6.8,10,310,10,13,7190,137,227,1,6
BMW,525i 4dr,Sedan,Europe,Rear,4999375,4577500,2.5,6,184,19,28,3428,114,191,1,6
Audi,TT 3.2 coupe 2dr (convertible),Sports,Europe,All,5073750,4592375,3.2,6,250,21,29,3351,96,159,1,6
Lincoln,LS V8 Sport 4dr,Sedan,USA,Rear,5011875,4601125,3.9,8,280,17,24,3768,115,194,1,6
Buick,Park Avenue Ultra 4dr,Sedan,USA,Front,5090000,4615875,3.8,6,240,18,28,3909,114,207,1,6
Volkswagen,Passat W8,Wagon,Europe,Front,5029375,4619500,4,8,270,18,25,4067,106,184,1,6
Audi,A6 3.0 Avant Quattro,Wagon,Europe,All,5105000,4632500,3,6,220,18,25,4035,109,192,1,6
Chevrolet,Suburban 1500 LT,SUV,USA,Front,5341875,4677750,5.3,8,295,14,18,4947,130,219,1,6
Mercedes-Benz,SLK230 convertible 2dr,Sports,Europe,Rear,5040000,4693500,2.3,4,192,21,29,3055,95,158,1,6
BMW,Z4 convertible 3.0i 2dr,Sports,Europe,Rear,5130625,4696875,3,6,225,21,29,2998,98,161,1,6
Saab,9-5 Aero 4dr,Sedan,Europe,Front,4933125,4715125,2.3,4,250,21,29,3470,106,190,1,6
Porsche,Boxster convertible 2dr,Sports,Europe,Rear,5420625,4735750,2.7,6,228,20,29,2811,95,170,1,6
Volvo,C70 LPT convertible 2dr,Sedan,Europe,Front,5070625,4775375,2.4,5,197,21,28,3450,105,186,1,6
Audi,A4 3.0 convertible 2dr,Sedan,Europe,Front,5311250,4790625,3,6,220,20,27,3814,105,180,1,6
Saab,9-5 Aero,Wagon,Europe,Front,5105625,4797000,2.3,4,250,19,29,3620,106,190,1,6
Lincoln,Town Car Signature 4dr,Sedan,USA,Rear,5226875,4802250,4.6,8,239,17,25,4369,118,215,1,6
Saab,9-3 Arc convertible 2dr,Sedan,Europe,Front,5083750,4815000,2,4,210,21,29,3480,105,182,1,6
Infiniti,M45 4dr,Sedan,Asia,Rear,5355625,4849000,4.5,8,340,17,23,3851,110,197,1,6
Audi,A6 2.7 Turbo Quattro 4dr,Sedan,Europe,All,5355000,4855000,2.7,6,250,18,25,3836,109,192,1,6
Volvo,XC90 T6,SUV,Europe,All,5156250,4856375,2.9,6,268,15,20,4638,113,189,1,6
Acura,3.5 RL 4dr,Sedan,Asia,Front,5469375,4876750,3.5,6,225,18,24,3880,115,197,1,6
Chevrolet,Corvette 2dr,Sports,USA,Rear,5566875,4883500,5.7,8,350,18,25,3246,105,180,1,6
Chevrolet,SSR,Truck,USA,Rear,5249375,4913250,5.3,8,300,16,19,4760,116,191,1,6
Lincoln,Aviator Ultimate,SUV,USA,Front,5364375,4930375,4.6,8,302,13,18,4834,114,193,1,6
Lexus,GX 470,SUV,Asia,All,5712500,4979750,4.7,8,235,15,19,4740,110,188,1,6
Lincoln,LS V8 Ultimate 4dr,Sedan,USA,Rear,5436875,4983625,3.9,8,280,17,24,3768,115,194,1,6
Jaguar,S-Type 3.0 4dr,Sedan,Europe,Rear,5486875,5000500,3,6,235,18,26,3777,115,192,1,6
Audi,A4 3.0 Quattro convertible 2dr,Sedan,Europe,All,5530000,5009375,3,6,220,18,25,4013,105,180,1,6
Volvo,C70 HPT convertible 2dr,Sedan,Europe,Front,5320625,5010375,2.3,5,242,20,26,3450,105,186,1,6
BMW,330Ci convertible 2dr,Sedan,Europe,Rear,5536875,5066250,3,6,225,19,28,3616,107,177,1,6
GMC,Yukon XL 2500 SLT,SUV,USA,All,5783125,5066750,6,8,325,13,17,6133,130,219,1,6
Saab,9-3 Aero convertible 2dr,Sedan,Europe,Front,5396875,5110375,2,4,210,21,30,3700,105,182,1,6
Acura,3.5 RL w/Navigation 4dr,Sedan,Asia,Front,5762500,5137500,3.5,6,225,18,24,3893,115,197,1,6
BMW,530i 4dr,Sedan,Europe,Rear,5624375,5146250,3,6,225,20,30,3472,114,191,1,6
Lincoln,Town Car Ultimate 4dr,Sedan,USA,Rear,5615625,5152125,4.6,8,239,17,25,4369,118,215,1,6
Cadillac,Deville 4dr,Sedan,USA,Front,5680625,5206250,4.6,8,275,18,26,3984,115,207,1,6
Mercedes-Benz,CLK320 coupe 2dr (convertible),Sedan,Europe,Rear,5713375,5245750,3.2,6,215,20,26,3770,107,183,1,6
Lexus,GS 430 4dr,Sedan,Asia,Rear,6056250,5279000,4.3,8,300,18,23,3715,110,189,1,6
Volvo,S80 T6 4dr,Sedan,Europe,Front,5651250,5321625,2.9,6,268,19,26,3653,110,190,1,6
Mercedes-Benz,ML500,SUV,Europe,All,5808750,5408500,5,8,288,14,17,4874,111,183,1,6
Cadillac,SRX V8,SUV,USA,Front,5874375,5440375,4.6,8,320,16,21,4302,116,195,1,6
Audi,S4 Quattro 4dr,Sedan,Europe,All,6005000,5444500,4.2,8,340,14,20,3825,104,179,1,6
Cadillac,Seville SLS 4dr,Sedan,USA,Front,5994375,5480125,4.6,8,275,18,26,3992,112,201,1,6
BMW,M3 coupe 2dr,Sports,Europe,Rear,6024375,5521250,3.2,6,333,16,24,3415,108,177,1,6
Audi,S4 Avant Quattro,Wagon,Europe,All,6136250,5555750,4.2,8,340,15,21,3936,104,179,1,6
Mercedes-Benz,E320 4dr,Sedan,Europe,Rear,6021250,5606125,3.2,6,221,19,27,3635,112,190,1,6
Audi,A6 4.2 Quattro 4dr,Sedan,Europe,All,6211250,5617000,4.2,8,300,17,24,4024,109,193,1,6
Chevrolet,Corvette convertible 2dr,Sports,USA,Rear,6441875,5649125,5.7,8,350,18,25,3248,105,180,1,6
Jaguar,S-Type 4.2 4dr,Sedan,Europe,Rear,6249375,5694500,4.2,8,294,18,28,3874,115,192,1,6
Porsche,Boxster S convertible 2dr,Sports,Europe,Rear,6545625,5720750,3.2,6,258,18,26,2911,95,170,1,6
Hummer,H2,SUV,USA,All,6249375,5726875,6,8,316,10,12,6400,123,190,1,6
Lincoln,Town Car Ultimate L 4dr,Sedan,USA,Rear,6308750,5776000,4.6,8,239,17,25,4474,124,221,1,6
Lincoln,Navigator Luxury,SUV,USA,All,6596875,5795000,5.4,8,300,13,18,5969,119,206,1,6
Cadillac,Deville DTS 4dr,Sedan,USA,Front,6324375,5795250,4.6,8,300,18,26,4044,115,207,1,6
Mercedes-Benz,E320,Wagon,Europe,Rear,6333750,5896750,3.2,6,221,19,27,3966,112,190,1,6
Infiniti,Q45 Luxury 4dr,Sedan,Asia,Rear,6568125,5946875,4.5,8,340,17,23,3977,113,200,1,6
BMW,X5 4.4i,SUV,Europe,All,6524375,5965000,4.4,8,325,16,22,4824,111,184,1,6
Toyota,Land Cruiser,SUV,Asia,All,6845625,5998250,4.7,8,325,13,17,5390,112,193,1,6
Cadillac,Escalade,SUV,USA,Front,6599375,6047125,5.3,8,295,14,18,5367,116,199,1,6
Mercedes-Benz,C32 AMG 4dr,Sedan,Europe,Rear,6515000,6065250,3.2,6,349,16,21,3540,107,178,1,6
Cadillac,Escalade EXT,Truck,USA,All,6621875,6067625,6,8,345,13,17,5879,130,221,1,6
Lexus,LS 430 4dr,Sedan,Asia,Rear,6968750,6072875,4.3,8,290,18,25,3990,115,197,1,6
Mercedes-Benz,CLK500 coupe 2dr (convertible),Sedan,Europe,Rear,6600000,6138000,5,8,302,17,22,3585,107,183,1,6
Porsche,Cayenne S,SUV,Europe,All,7083125,6233125,4.5,8,340,14,18,4950,112,188,1,6
BMW,545iA 4dr,Sedan,Europe,Rear,6874375,6283750,4.4,8,325,18,26,3814,114,191,1,6
BMW,M3 convertible 2dr,Sports,Europe,Rear,7074375,6476875,3.2,6,333,16,23,3781,108,177,1,6
Mercedes-Benz,SLK32 AMG 2dr,Sports,Europe,Rear,7021250,6536125,3.2,6,349,17,22,3220,95,158,1,6
Mercedes-Benz,E500 4dr,Sedan,Europe,Rear,7158750,6672750,5,8,302,16,20,3815,112,190,1,6
Jaguar,XJ8 4dr,Sedan,Europe,Rear,7499375,6832000,4.2,8,294,18,28,3803,119,200,1,6
Lexus,SC 430 convertible 2dr,Sports,Asia,Rear,7900000,6882875,4.3,8,300,18,23,3840,103,178,1,6
Lexus,LX 470,SUV,Asia,All,8100000,7056875,4.7,8,235,13,17,5590,112,193,1,6
Mercedes-Benz,E500,Wagon,Europe,All,7583750,7059250,5,8,302,16,24,4230,112,190,1,6
Jaguar,S-Type R 4dr,Sedan,Europe,Rear,7890000,7187375,4.2,8,390,17,24,4046,115,192,1,6
Volkswagen,Phaeton 4dr,Sedan,Europe,Front,8125000,7489000,4.2,8,335,16,22,5194,118,204,1,6
Jaguar,Vanden Plas 4dr,Sedan,Europe,Rear,8624375,7855750,4.2,8,294,18,28,3803,119,200,1,6
BMW,745i 4dr,Sedan,Europe,Rear,8649375,7898750,4.4,8,325,18,26,4376,118,198,1,6
Jaguar,XK8 coupe 2dr,Sports,Europe,Rear,8749375,7969500,4.2,8,294,18,26,3779,102,187,1,6
Audi,A8 L Quattro 4dr,Sedan,Europe,All,8648750,8092500,4.2,8,330,17,24,4399,121,204,1,6
Land Rover,Range Rover HSE,SUV,Europe,All,9031250,8225875,4.4,8,282,12,16,5379,113,195,1,6
BMW,745Li 4dr,Sedan,Europe,Rear,9149375,8353750,4.4,8,325,18,26,4464,123,204,1,6
Porsche,911 Targa coupe 2dr,Sports,Europe,Rear,9595625,8391000,3.6,6,315,18,26,3119,93,175,1,6
Jaguar,XJR 4dr,Sedan,Europe,Rear,9374375,8538250,4.2,8,390,17,24,3948,119,200,1,6
Jaguar,XK8 convertible 2dr,Sports,Europe,Rear,9374375,8538250,4.2,8,294,18,26,3980,102,187,1,6
Volkswagen,Phaeton W12 4dr,Sedan,Europe,Front,9375000,8641250,6,12,420,12,19,5399,118,204,1,6
Mercedes-Benz,S430 4dr,Sedan,Europe,Rear,9290000,8646000,4.3,8,275,18,26,4160,122,203,1,6
Porsche,911 Carrera convertible 2dr (coupe),Sports,Europe,Rear,9895625,8653625,3.6,6,315,18,26,3135,93,175,1,6
Cadillac,XLR convertible 2dr,Sports,USA,Rear,9525000,8818250,4.6,8,320,17,25,3647,106,178,1,6
Mercedes-Benz,G500,SUV,Europe,All,9608750,8942500,5,8,292,13,14,5423,112,186,1,6
Porsche,911 Carrera 4S coupe 2dr (convert),Sports,Europe,All,10520625,9025750,3.6,6,315,17,24,3240,93,175,1,6
Dodge,Viper SRT-10 convertible 2dr,Sports,USA,Rear,10224375,9306375,8.3,10,500,12,20,3410,99,176,1,6
Jaguar,XKR coupe 2dr,Sports,Europe,Rear,10249375,9334500,4.2,8,390,16,23,3865,102,187,1,6
Audi,RS 6 4dr,Sports,Europe,Front,10575000,9552125,4.2,8,450,15,22,4024,109,191,1,6
Jaguar,XKR convertible 2dr,Sports,Europe,Rear,10874375,9903250,4.2,8,390,16,23,4042,102,187,1,6
Acura,NSX coupe 2dr manual S,Sports,Asia,Rear,11220625,9997250,3.2,6,290,17,24,3153,100,174,1,6
Mercedes-Benz,S500 4dr,Sedan,Europe,All,10871250,10117375,5,8,302,16,24,4390,122,203,1,6
Mercedes-Benz,SL500 convertible 2dr,Sports,Europe,Rear,11315000,10540625,5,8,302,16,23,4065,101,179,1,6
Mercedes-Benz,CL500 2dr,Sedan,Europe,Rear,11852500,11040500,5,8,302,16,24,4085,114,196,1,6
Mercedes-Benz,SL55 AMG 2dr,Sports,Europe,Rear,15221250,14173500,5.5,8,493,14,21,4235,101,179,1,6
Mercedes-Benz,SL600 convertible 2dr,Sports,Europe,Rear,15833750,14731750,5.5,12,493,13,19,4429,101,179,1,6
Mercedes-Benz,CL600 2dr,Sedan,Europe,Rear,16052500,14950000,5.5,12,493,13,19,4473,114,196,1,6
Porsche,911 GT2 2dr,Sports,Europe,Rear,24058125,21695000,3.6,6,477,17,24,3131,93,175,1,6
